文件名稱         ,頁碼 ,內容類型   ,內容
0213 (3).pdf     , 319 ,Opinion by ,Opinion by: COTTER
0213 (3).pdf     , 328 ,Counsel    ,"Counsel: John N. Bain, Jeffrey L. Miller, Carella, Bain, Gilfillan & Rhodes, Newark, N. J., for appellant.
                                    Frederick W. Rose, Young, Rose & Millspaugh, Newark, N. J., Michael M. Maney, Michael Winger, Robert M.
                                    Hayes, New York City, Sullivan & Cromwell, New York City, of counsel, Richard T. Laughlin, Kearney, N. J., for
                                    Appellee Congoleum Corp."
0213 (3).pdf     , 328 ,Judges     ,"Judges: Before ADAMS and WEIS, Circuit Judges and WEINER, * District Judge."
0213 (3).pdf     , 328 ,Opinion by ,Opinion by: WEIS
0213 (3).pdf     , 344 ,Counsel    ,"Counsel:  [*1]  For plaintiffs: Berger and Montague, P.C., David Berger, H. Laddie Montague, Jr., Stanley R. Wolfe,
                                    Alan Kessler, Howard Langer, and Donald Pevsner, Miami, Fla., for Fradette and Paquet.  For defendants: Kenny,
                                    Nachwalter & Seymour, Miami, Fla., Herskowitz & Grossman, P.A., Miami, Fla., for American Service Corp., and
                                    Everglades Laundry Inc. d/b/a Mechanics Uniform Service; Fenton, Nederlander, Dodge, Ritchie, P.C., Detroit,
                                    Mich., Heller and Kaplan, Miami, Fla., for Cadillac Overall Supply Co. and Uniforms for Industry, Inc., Paul &
                                    Thompson, Miami, Fla., for Neway Towel Supply of Florida, Inc."
0213 (3).pdf     , 344 ,Opinion by ,Opinion by: ATKINS
0213 (3).pdf     , 350 ,Counsel    ,"Counsel:  [**1]  Stephen J. Holtman, Simmons, Perrine, Albright & Ellwood, Cedar Rapids, Iowa, George F. Karch,
                                    Jr., Thomas J. Collin, Thompson, Hine & Flory, Cleveland, Ohio, for plaintiffs.
                                    B. Michael Dunn, Mason City, Iowa, Stuart L. Finney, Minneapolis, Minn., for defendants; H. Richard Smith, Paul F.
                                    Ahlers, Edward W. Remsburg, James E. Cooney, Des Moines, Iowa, of counsel."
0213 (3).pdf     , 350 ,Opinion by ,Opinion by: McMANUS
0213 (3).pdf     , 364 ,Counsel    ,"Counsel: Richard A. Whiting (argued), Mark F. Horning, Ellen M. McNamara, Steptoe & Johnson, Washington, D.
                                    C., John A. Ridley, Crummy, Del Deo, Dolan & Purcell, Newark, N. J., for appellants.
                                    Ernest L. Mathews, Jr. (argued), Gleason, Laitman & Mathews, New York City, for International Longshoremen's
                                    Association, AFL-CIO.
                                    C. P. Lambos, Donato Caruso (argued), Lorenz, Finn, Giardino & Lambos, New York City, Michael S. Waters,
                                    Carpenter, Bennett & Morrissey, Newark, N. J., for appellees New York Shipping Association, Inc., International
                                    Terminal Operating Co., Inc., John M. McGrath Corp., Pittston Stevedoring Corp. and Universal Maritime Service
                                    Corp.
                                    James W. B. Benkard (argued), Paul H. Karlsson, Mary M. Hoag, Davis, Polk & Wardwell, New York City, Jeffrey
                                    Reiner, Meyner, Landis & Verdon, Newark, N. J., for appellee Sea-Land Service, Inc."
0213 (3).pdf     , 364 ,Judges     ,"Judges: Before SEITZ, Chief Judge, and GIBBONS and WEIS, Circuit Judges."
0213 (3).pdf     , 364 ,Opinion by ,Opinion by: GIBBONS
0213 (3).pdf     , 399 ,Counsel    ,"Counsel: Amalya L. Kearse argued the cause for petitioners in No. 77-1578.  With her on the briefs were George
                                    A. Davidson and Conley E. Brian, Jr.  Jay Topkis argued the cause for petitioners in No. 77-1583.  With him on the
                                    briefs were Bernard Korman, Simon H. Rifkind, Herman Finkelstein, and Allan Blumstein.
                                    Alan J. Hruska argued the cause for respondents in both cases.  With him on the briefs were John D. Appel and
                                    Robert M. Sondak.
                                    Deputy Solicitor General Easterbrook argued the cause for the United States as amicus curiae urging reversal.
                                    With him on the briefs were Solicitor General McCree, Assistant Attorney General Shenefield, William Alsup, John
                                    J. Powers III, and Andrea Limmer. +
                                    [****6]"
0213 (3).pdf     , 399 ,Judges     ,"Judges: WHITE, J., delivered the opinion of the Court, in which BURGER, C. J., and BRENNAN, STEWART,
                                    MARSHALL, BLACKMUN, POWELL, and REHNQUIST, JJ., joined.  STEVENS, J., filed a dissenting opinion, post,
                                    p. 25."
0213 (3).pdf     , 399 ,Opinion by ,Opinion by: WHITE
0213 (3).pdf     , 421 ,Counsel    ,"Counsel:  [**1]  William L. Harper, U. S. Atty., John T. Orr, Jr., Atty., U. S. Dept. of Justice, Antitrust Div., Atlanta,
                                    Ga., for United States.
                                    Baxter L. Davis, Davis, Matthews & Quigley, Atlanta, Ga., for Food Fair Stores, Raley's Corp., L.D.C., Inc. and
                                    Liberty Coin Shop.
                                    Harold E. Kohn, Dianne M. Nast, Kohn, Savett, Marion & Graf, P. C., Philadelphia, Pa., for Food Fair Stores and
                                    Philadelphia Electric Co.
                                    Emmet J. Bondurant, II, Trotter, Bondurant, Griffin, Miller & Hishon, Atlanta, Ga., Samuel W. Murphy, Jr., Donovan,
                                    Leisure, Newton & Irvine, New York City, Lewis A. Noonberg, Piper & Marbury, Baltimore, Md., for Brink's, Inc.
                                    D. R. Cumming, Jr., Sutherland, Asbill & Brennan, Atlanta, Ga., William E. Willis, Sullivan & Cromwell, New York
                                    City, John Henry Lewin, Jr., Venable, Baetjer & Howard, Baltimore, Md., for Wells Fargo Armored Service Corp.
                                    Elwood S. Kendrick and Nancy Miller Bennett, Kendrick, Netter & Bennett, Los Angeles, Cal., J. J. Brandlin,
                                    Brandlin & McAllister, Los Angeles, Cal., for Raley's Inc.
                                    John E. Burke, Richard J. Rappaport, Ross, Hardies, O'Keefe, Babcock & Parsons, Chicago, Ill., for L.D.C., Inc.
                                    and People Gas, Light & Coke Co.
                                    John C. Staton, Jr., Curtis [**2]  L. Frisbie, Jr., King & Spalding, Atlanta, Ga., Dennis G. McInerney, Cahill, Gordon
                                    & Reindel, New York City, for Purolator, Inc.
                                    John M. Sikes, Jr., Jay I. Solomon, Zusmann, Sikes, Pritchard & Cohen, Atlanta, Ga., David Berger and H. Laddie
                                    Montague, Jr., Berger & Montague, Philadelphia, Pa., Milton J. Wallace, Wallace & Breslow, Miami, Fla., Seymour
                                    Kurland and Judah I. Labovitz, Wolf, Block, Schorr & Solis-Cohen, Philadelphia, Pa., for Biscayne Bank.
                                    Howard A. Specter, Michael D. Buchwach, Pittsburgh, Pa., for Liberty Coin Shop.
                                    Litman, Litman, Harris & Specter, P. A., Pittsburgh, Pa., for Liberty Coin Shop, Kleinman, Steinberg & Lapuk and
                                    Specks & Goldberg, Ltd.
                                    Eugene F. McShane, Paul L. Binder, Asst. Attys. Gen., Antitrust Section, Columbus, Ohio, for the State of Ohio.
                                    Patricia A. Cutler, Deputy Atty. Gen., San Francisco, Cal., for State of California.
                                    David B. Goldstein, Asst. Atty. Gen., Antitrust Section, Economic Protection Div., Phoenix, Ariz., for the State of
                                    Arizona.
                                    Howard F. Naughton, Jr., Exxon Company, U. S. A., Houston, Tex., for Exxon & Esso.
                                    Peyton S. Hawes, Jr., Robert S. Jones, Cofer, Beauchamp & Hawes, Atlanta, Ga., for Atlantic Richfield Co.
                                    [**3]  Jack L. Ratzkin, Federated Department Stores, Cincinnati, Ohio as member of class.
                                    John E. Grasberger, Pittsburgh, Pa., David W. Porter, Morris, O'Brien, Manning & Brown, Atlanta, Ga., Granvil I.
                                    Specks, Chicago, Ill., for Kleinman, Steinberg & Lapuk and Specks & Goldberg, Ltd.
                                    Specks & Goldberg, Ltd., Chicago, Ill., pro se and for Kleinman, Steinberg & Lapuk.
                                    
                                    
                                    Guido Saveri, Saveri & Saveri, San Francisco, Cal., for Saveri & Saveri.
                                    Theodore W. Flowers, Francis P. Devine, III, Ronald J. Restrepo, White & Williams, Philadelphia, Pa., for Central
                                    Penn Natl. Bank.
                                    William J. Scott, Atty. Gen., State of Illinois, John E. Noel and Lee H. Weiner, Asst. Attys. Gen., Chicago, Ill., for
                                    State of Illinois.
                                    Arnold Levin, Adler, Barish, Daniels, Levin & Creskoff, Philadelphia, Pa., Fred W. Phelps, Topeka, Kan., for Weston
                                    L. Sampson.
                                    Bernard M. Gross, Warren Rubin, Philadelphia, Pa., for Sunshine Stores, Inc.
                                    David I. Shapiro, Dickstein, Shapiro & Morin, Washington, D. C., for Sunnydale Farms, State of Connecticut,
                                    Commonwealth of Massachusetts and Hillmans, Inc.
                                    Kleinman, Steinberg & Lapuk, Marvin H. Lapuk, Daniel E. Kleinman, Hartford, Conn., for State of Connecticut.
                                    Joseph [**4]  M. Wells, Philip B. Hill, Chicago, Ill., for Peoples Gas, Light & Coke Co.
                                    John D. Ashcroft, Atty. Gen., Roger Bern, Walter O. Theiss and Nanette Laughrey, Asst. Attys. Gen., Jefferson City,
                                    Mo., for State of Missouri.
                                    Stephen D. Susman and Terrell W. Oxford, Mandell & Wright, Houston, Tex., for Brazosport Bank of Texas.
                                    Francis Bill Burch, Atty. Gen., Timothy J. Shearer, Asst. Atty. Gen., Baltimore, Md., for State of Maryland."
0213 (3).pdf     , 422 ,Opinion by ,Opinion by: FREEMAN
0213 (3).pdf     , 451 ,Counsel    ,"Counsel:  [**1]  Elmer F. Bennett, Washington, D. C., for plaintiffs.
                                    John T. Schell, Washington, D. C., for defendants PRMSA, PRPA, TTT, PRMMI and TKM.
                                    Edward M. Shea, Washington, D. C., for defendants Reynolds, McLean, GPRL, and Sea-Land.
                                    Gilbert E. Geldon, Washington, D. C., for defendant Sun Shipbuilding.
                                    Richard S. Cornfeld, Washington, D. C., for defendants AUT and TOTEM."
0213 (3).pdf     , 451 ,Opinion by ,Opinion by: GASCH
0213 (3).pdf     , 468 ,Counsel    ,"Counsel: Richard A. Hibey, Washington, D. C. (Robert J. McManus, Surrey, Karaski & Morse, Washington, D. C.,
                                    William W. Cahill, Jr., Weinberg & Green, Baltimore, Md., on brief), for appellants Colquitt-Carruthers, Inc. and John
                                    T. Carruthers, Jr.
                                    James P. Mercurio, Washington, D. C. (Salvatore A. Romano, Lewis E. Leibowitz, Arent, Fox, Kintner, Plotkin &
                                    Kahn, Washington, D. C., on brief), for appellant Shannon & Luchs Co.
                                    John Henry Lewin, Jr., Baltimore, Md. (James K. Archibald, Venable, Baetjer & Howard, Baltimore, Md., on brief),
                                    for appellants Jack Foley Realty, Inc. and John P. Foley, Jr.
                                    Raymond W. Bergan, Washington, D. C. (Robert P. Watkins, Williams & Connolly, Washington, D. C., E. Austin
                                    Carlin, Murphy & Carlin, Bethesda, Md., on brief), for appellants Bogley, Inc. and Robert W. Lebling.
                                    William O. Bittman, Washington, D. C. (George R. Clark, Pierson, Ball & Dowd, Washington, D. C., on brief), for
                                    appellant Robert L. Gruen, Inc.
                                    Charles N. Shaffer, Peter I. J. Davis, Shaffer & Davis, Rockville, Md., on brief, for appellant Schick & Pepe [**2]
                                    Realty, Inc.; Catherine G. O'Sullivan, Dept. of Justice, Washington, D. C. (John H. Schenefield, Asst. Atty. Gen.,
                                    Robert B. Nicholson, Charles S. Stark, Gary L. Halling, Dept. of Justice, Washington, D. C., on brief), for United
                                    States of America."
0213 (3).pdf     , 468 ,Judges     ,"Judges: Before WINTER, Circuit Judge, COWEN *, Senior Judge and PHILLIPS, Circuit Judge."
0213 (3).pdf     , 468 ,Opinion by ,Opinion by: PHILLIPS
0213 (3).pdf     , 481 ,Counsel    ,"Counsel: Fitzhugh H. Pannill, Jr., R. Hayden Burns, Houston, Tex., for plaintiffs-appellants.
                                    Fulbright & Jaworski, Rufus Wallingford, B. J. Bradshaw, Jerry E. Smith, Houston, Tex., for defendants-appellees."
0213 (3).pdf     , 481 ,Judges     ,"Judges: Before JONES, CLARK and INGRAHAM, Circuit Judges."
0213 (3).pdf     , 481 ,Opinion by ,Opinion by: CLARK
0213 (3).pdf     , 493 ,Counsel    ,"Counsel:  [**1]  Roger Pascal, Schiff, Hardin & Waite, Chicago, Ill., for the Anaconda co.
                                    Gregory A. Adamski, Winston & Strawn, Chicago, Ill., Michael V. Corrigan, Simpson, Thacher & Bartlett, New York
                                    City, for Atlas Corporation.
                                    Richard L. Blatt, Peterson, Ross, Schloerb & Seidel, Chicago, Ill., Laurence V. Senn, Jr., Mudge, Rose, Guthrie &
                                    Alexander, New York City, for Denison Canada and Denison U. S.
                                    Kenneth R. Gaines, Altheimer & Gray, Chicago, Ill., Raymond L. Falls, Jr., Cahill, Gordon & Reindel, New York City,
                                    for Englehard Minerals.
                                    Richard K. Decker, Lord, Bissel & Brook, Chicago, Ill., Leonard J. Lewis, Van Cott, Bagley, Cornwall & McCarthy,
                                    Salt Lake City, Utah, for Federal Resources Corp.
                                    James W. Hathaway, Burditt & Calkins, Chicago, Ill., Brenton F. Goodrich, Overton, Lyman & Prince, Los Angeles,
                                    Cal., for Getty Oil Co.
                                    Jonathan G. Bunge, Keck, Cushman, Mahin & Cate, Chicago, Ill., Richard T. Colman, Howrey & Simon,
                                    Washington, D. C., for Gulf Oil Corporation and Gulf Minerals Canada, Ltd.
                                    J. Craig Busey, McDermott, Will & Emery, Chicago, Ill., David M. Balabania, McCutchen, Doyle, Brown & Enersen,
                                    San Francisco, Cal., for Homestake Mining Co.
                                    Thomas W. Johnston, Chadwell,  [**2]  Kayser, Ruggles, McGee & Hastings, Chicago, Ill., for Kerr-McGee Corp.
                                    Joseph S. Wright, Jr., Rooks, Pitts, Fullagar & Poust, Chicago, Ill., for Noranda Mines Ltd.
                                    John H. Hall, Debevoise, Plimpton, Lyons & Gates, New York City, for Phelps Dodge Corp. and Western Nuclear,
                                    Inc.
                                    
                                    
                                    Thomas D. Allen, Wildman, Harrold, Allen & Dixon, Chicago, Ill., Andrew Barr, Locke, Purnell, Boren, Laney &
                                    Neely, Dallas, Tex., for Pioneer Nuclear, Inc.
                                    Richard P. Campbell, McConnell & Campbell, Chicago, Ill., for Reserve Oil & Minerals Corp.
                                    Paul G. Gebhard, Vedder, Price, Kaufman & Kammholz, Chicago, Ill., Richard E. Sherwood, O'Melveny & Myers,
                                    Los Angeles, Cal., for RTZ Corp. of America.
                                    Robert T. Johnson, Jr., Bell, Boyd, Lloyd, Raddad & Burns, Chicago, Ill., W. Perry Pearce, Bigbee, Stephenson,
                                    Carpenter & Crout, Santa Fe, N. M., for United Nuclear Corp.
                                    Watson B. Tucker, Mayer, Brown & Platt, Chicago, Ill., for Utah International, Inc.
                                    Keith F. Bode, Jenner & Block, Chicago, Ill., for Rio Algom Corporation.
                                    Lee A. Freeman, Jr., Freeman, Rothe, Freeman & Saltzman, Chicago, Ill., Raymond F. Scannell, Asst. Gen.
                                    Counsel, Westinghouse Electric Corporation, Pittsburgh, Pa., George S. Leisure,  [**3]  Jr., Donovan, Leisure,
                                    Newton & Irvine, New York City, for Westinghouse."
0213 (3).pdf     , 494 ,Opinion by ,Opinion by: MARSHALL
0213 (3).pdf     , 506 ,Counsel    ,"Counsel: Jack N. Shears of Shears & Shears, Ponca City, Okl., for plaintiffs-appellants.
                                    D. Kent Meyers, Jim K. Goodman and John J. Love of Crowe, Dunlevy, Thweatt, Swinford, Johnson & Burdick of
                                    Oklahoma City, Okl., and Clarence W. Olmstead, Jr. of Shearman & Sterling, New York City, for defendant-appellee
                                    General Adjustment Bureau, Inc.
                                    Terry W. Tippens and Margaret McMorrow Love of Fellers, Snider, Blankenship & Bailey, Oklahoma City, Okl., for
                                    defendant-appellee Property Loss Research Bureau."
0213 (3).pdf     , 507 ,Judges     ,"Judges: Before McWILLIAMS and DOYLE, Circuit Judges, and MARKEY, Chief Judge. *"
0213 (3).pdf     , 507 ,Opinion by ,Opinion by: DOYLE
0213 (3).pdf     , 515 ,Counsel    ,"Counsel: Jerome F. X. Waterman of Houlehan & Waterman, Kansas City, Mo. (argued), and Robert L. Kimbrough,
                                    Topeka, Kan., on brief, for appellants.
                                    S. Richard Heymann, Bryan, Cave, McPheeters & McRoberts, St. Louis, Mo. (argued), and Thomas C. Walsh, St.
                                    Louis, Mo., on brief, for appellee Wetterau.
                                    David F. Yates, Suelthaus, Krueger, Cunningham, Yates & Kaplan, St. Louis, Mo., argued and on brief, for
                                    appellees Briggs and Dailey."
0213 (3).pdf     , 515 ,Judges     ,"Judges: Before GIBSON, Chief Judge, and ROSS and McMILLIAN, Circuit Judges."
0213 (3).pdf     , 515 ,Opinion by ,Opinion by: GIBSON
0213 (3).pdf     , 520 ,Counsel    ,"Counsel: David F. Dobbins (argued), New York City, George S. Frazza, New Brunswick, N.J., Robert M. Dunne,
                                    Phelps, Mills, San Francisco, Cal., for defendant-appellant.
                                    Maxwell M. Blecher (argued), Blecher, Collins & Hoecker, Joel R. Bennett, Kendrick, Netter, Orr & Bennett, Los
                                    Angeles, Cal., Morrison & Foerster, San Francisco, Cal., for plaintiff-appellee."
0213 (3).pdf     , 520 ,Judges     ,"Judges: Before SNEED and KENNEDY, Circuit Judges, and VON DER HEYDT, * District Judge."
0213 (3).pdf     , 520 ,Opinion by ,Opinion by: SNEED
0213 (3).pdf     , 535 ,Counsel    ,"Counsel:  [**1]  Alfred H. Knight, III, Nashville, for petitioners; Willis & Knight, Nashville, of counsel.
                                    
                                    
                                    Charles Galbreath, pro se."
0213 (3).pdf     , 535 ,Judges     ,"Judges: Brock, Justice wrote the opinion.  Henry, C.J., and Fones, Cooper and Harbison, JJ., concur."
0213 (3).pdf     , 535 ,Opinion by ,Opinion by: BROCK
0213 (3).pdf     , 544 ,Counsel    ,"Counsel: Joseph Freitas, Jr., District Attorney, Judith D. Ford, Raymond T. Bonner, David C. Moon, Gary G.
                                    Devine and Maria P. Rivera, Assistant District Attorneys, for Plaintiffs and Appellants.
                                    Harry M. Snyder and Luana Martilla as Amici Curiae on behalf of Plaintiffs and Appellants.
                                    Richard A. Elbrecht, Steven M. Fleisher and A. Paul Griebel for Intervener and Appellant.
                                    George Agnost, City Attorney, and Edmund A. Bacigalupi, Deputy City Attorney, for Defendants and Respondents."
0213 (3).pdf     , 544 ,Judges     ,Judges:
0213 (3).pdf     , 544 ,Opinion by ,Opinion by: ROUSE
0213 (3).pdf     , 554 ,Counsel    ,"Counsel:  [**1]  Michael T. Garrett, Clovis, N. M., Witherspoon, Aikin & Langley, Hereford, Tex., for plaintiffs.
                                    
                                    
                                    Wilson W. Herndon, Jerry L. Beane, Strasburger & Price, Dallas, Tex., Charles F. Hawkins, Gen. Counsel,
                                    Southern Union Co., Dallas, Tex., Montgomery, Andrews & Hannahs, Walter J. Melendres, Santa Fe, N. M., for
                                    Southern Union Co., Southern Union Gathering Co. and Gas Co. of New Mexico.
                                    Vinson & Elkins, Houston, Tex., John C. Snodgrass, Travis Broesche, Alison L. Smith, and Ortega & Snead, Arturo
                                    G. Ortega, Albuquerque, N. M., for Aztec Oil and Gas Co. and Southland Royalty.
                                    Campbell & Black, Michael B. Campbell, Santa Fe, N. M., for Consolidated Oil and Gas Co., Inc.
                                    Bingaman & Davenport, Anne K. Bingaman, Santa Fe, N. M., for Southern Union Production.
                                    Jason W. Kellahin, Santa Fe, N. M., for Continental Oil Co., for defendants."
0213 (3).pdf     , 554 ,Opinion by ,Opinion by: MECHEM
0213 (3).pdf     , 562 ,Counsel    ,"Counsel:  [**1]  David I. Shapiro, James van R. Springer, Washington, D.C., for City, County and State plaintiffs.
                                    Thomas H. Liddle, III, Antitrust Division, U.S. Dept. of Justice, Washington, D.C., for plaintiff, the United States.
                                    Arnold Bauman, Robert F. Dobbin, New York City, for defendants, Beecham Group Limited and Beecham Inc.
                                    Jerome G. Shapiro, Alan H. McLean, New York City, Philip A. Lacovara, Washington, D.C., for defendant, Bristol-
                                    Myers Co."
0213 (3).pdf     , 562 ,Opinion by ,Opinion by: RICHEY
0213 (3).pdf     , 566 ,Counsel    ,"Counsel: Avern Cohn, William G. Christopher, Honigman, Miller, Schwartz & Cohn, Detroit, Mich., Richard M.
                                    Mosk, Mitchell, Silberberg & Knupp, Los Angeles, Cal., for defendants-appellants in No. 78-1462.
                                    Laurence D. Connor, Roger K. Timm, Dykema, Gossett, Spencer, Goodnow & Trigg, John A. Entenman, Ted T.
                                    Amsden, Detroit, Mich., Brian M. Smith, Brian M. Smith & Associates, P.C., Troy, Mich., for plaintiff-appellee.
                                    Fred W. Freeman, Kenneth J. McIntyre, Dickenson, Wright, McKean, Cudlip & Moon, Detroit, Mich., Harry L.
                                    Shniderman, Bingham B. Leverich, Covington & Burling, Washington, D.C., for defendant-appellant in No. 78-1463.
                                    Joseph A. Sullivan, Bodman, Longley & Dahling, Detroit, Mich., Lawrence Latto, Benjamin Boley, Shea & Gardner,
                                    Wendy S. White, Washington, D.C., for defendant-appellant in No. 78-1464."
0213 (3).pdf     , 566 ,Judges     ,"Judges: Before EDWARDS, Chief Judge, and ENGEL and MERRITT, Circuit Judges."
0213 (3).pdf     , 566 ,Opinion by ,Opinion by: ENGEL
0213 (3).pdf     , 595 ,Counsel    ,"Counsel:  [**1]  Melvin J. Sykes, Baltimore, Md., and Robert H. Rines, Boston, Mass., for plaintiffs.
                                    
                                    
                                    Paul V. Niemeyer and David F. Albright, Baltimore, Md., for defendants."
0213 (3).pdf     , 595 ,Opinion by ,Opinion by: YOUNG
0213 (3).pdf     , 619 ,Counsel    ,"Counsel:  [**1]  Stephen D. Susman, Chairman of Plaintiff's Steering Committee, Mandell & Wright, Houston, Tex.
                                    John D. Roady, Chairman of the Settling Defendants, Hutcheson & Grundy, Houston, Tex.
                                    
                                    
                                    Merrick C. Walton, Chairman of the Non-Settling Defendants, Andrews, Kurth, Campbell & Jones, Houston, Tex."
0213 (3).pdf     , 620 ,Opinion by ,Opinion by: SINGLETON
0213 (3).pdf     , 624 ,Counsel    ,"Counsel:  [**1]  Gerard J. Dowling, Asst. Atty. Gen., Hartford, Conn., for plaintiff.
                                    Stephen V. Bomse, Heller, Ehrman, White & McAuliffe, San Francisco, Cal., Robinson, Robinson & Cole, Hartford,
                                    Conn., for defendant."
0213 (3).pdf     , 624 ,Opinion by ,Opinion by: NEWMAN
0213 (3).pdf     , 632 ,Opinion by ,Opinion by:  [*1]  ALSOP
0213 (3).pdf     , 639 ,Counsel    ,"Counsel:  [**1]  Hancock, Estabrook, Ryan, Shove & Hust, Syracuse, N. Y., for plaintiff; Paul M. Hanrahan, M.
                                    Harold Dwyer, Syracuse, N. Y., of counsel.
                                    Gross, Shuman, Brizdle, Laub & Gilfillan, P.C., Buffalo, N. Y., for defendants Syracuse Shopping Center
                                    Associates, International Business & Realty Corp. and Irving H. Rosenberg; Philip B. Abramowitz, Buffalo, N. Y., of
                                    counsel.
                                    Vecchio & Clark, North Syracuse, N. Y., for defendant DeWitt's Optical World, Inc.; Howard F. G. Clark, Jr., North
                                    Syracuse, N. Y., of counsel."
0213 (3).pdf     , 639 ,Opinion by ,Opinion by: MUNSON
0213 (3).pdf     , 656 ,Counsel    ,"Counsel:  [*1]  For plaintiff: Baron & Vesel (Edward Vesel, of counsel), Forest Hills, N.Y. For defendants:
                                    Rosenman Colin Freun Lewis & Cohen (Gilbert S. Edelson and Jeffrey L. Braun, of counsel), New York, N.Y."
0213 (3).pdf     , 656 ,Opinion by ,Opinion by: NICKERSON
0213 (3).pdf     , 660 ,Counsel    ,"Counsel:  [*1]  For plaintiff: Kenneth R. Reed, Chief Counsel, Antitrust Div., Patricia A. Metzger, Asst. Atty. Gen.,
                                    Antitrust Div., Phoenix, Ariz.  For defendants: Daniel J. McAuliffe, of Snell & Wilmer, Phoenix, Ariz., for Maricopa
                                    County Medical Society; Jennifer Beaver and Philip P. Berelson, of Brown & Bain, Phoenix, Ariz., for Maricopa
                                    Foundation for Medical Care; Robert O. Lesher, of Lesher, Kimble & Rucker, P.C., Tucson, Ariz., for Pima County
                                    Medical Society and Pima Foundation for Medical Care."
0213 (3).pdf     , 660 ,Opinion by ,Opinion by: COPPLE
0213 (3).pdf     , 672 ,Counsel    ,"Counsel: Edwin P. Rome, William H. Roberts Blank, Rome, Comisky and McCauley, Philadelphia, Pa., for Zenith
                                    Radio Corp. and National Union Elec. Corp.
                                    Philip J. Curtis, John Borst, Jr., Edward McCausland, Glenview, Ill., for Zenith Radio Corp.
                                    Morton P. Rome, Philadelphia, Pa., for National Union Elec. Corp.
                                    Donald J. Zoeller, John P. Hederman, Thomas P. Lynch, Mudge, Rose, Guthrie & Alexander, New York City,
                                    Patrick T. Ryan, Drinker, Biddle & Reath, Philadelphia, Pa., for Toshiba.
                                    A. Paul Victor, Joel B. Harris, Weil, Gotshal & Manges, New York City, Miles W. Kirkpatrick, Morgan, Lewis &
                                    Bockius, Philadelphia, Pa., for Matsushita.
                                    Charles F. Schirmeister, Robert J. Lynch, Reid & Priest, New York City, for Mitsubishi Intern. & Mitsubishi Corp.
                                    Peter J. Gartland, Peter A. Dankin, Wender, Murase & White, New York City, for Sharp.
                                    Asa D. Sokolow, Rosenman, Colin, Freund, Lewis & Cohen, New York City, Franklin Poul, Wolf, Block, Schorr &
                                    Solis-Cohen, Philadelphia, Pa., for Sony Corp. of America & Sony Corp.
                                    E. Houston Harsha, Thomas P. Coffey, Kirkland & Ellis, Chicago, Ill., for Motorola."
0213 (3).pdf     , 672 ,Opinion by ,Opinion by:  [**2]  BECKER
