Page ,Footnote
 839 ,"27  See n. 11, supra. See n. 11, supra."
 840 ,"28  Thus, the 1851 Act to limit the liability of shipowners, 9 Stat. 635, applied equally to ""preventing or arresting the prosecution of Thus, the 1851 Act to limit the liability of shipowners, 9 Stat. 635, applied equally to ""preventing or arresting the prosecution of  separate suits,"" see Providence & N.Y.S.S. Co. v. Hill Mfg. Co., 109 U.S., 578, 596. The Interpleader Act,  28 U.S.C.§ 2361 , in  terms, applies equally to the ""instituting or prosecuting"" of other litigation.  In terms of the interest in federalism, since the  injunction against litigation typically runs against the parties rather than the court, there is little difference between denying a  citizen access to the state forum and denying him the right to prosecute an existing case to its conclusion.  In either situation, a  federal injunction must rest on a determination that an important federal policy outweighs the interest in allowing a state court to  resolve a particular controversy.  But when the federal policy does justify that conclusion, the timing of the state-court action  should rarely be controlling.  "
 840 ,"29  See n. 7, supra. See n. 7, supra. "
 840 ,"30  It is true that when the Sherman Act was passed, Congress did not expressly address ""the possibility that state-court It is true that when the Sherman Act was passed, Congress did not expressly address ""the possibility that state-court  proceedings would be used to violate the Sherman or Clayton Acts."" Ante, at 634.  As the statute has been construed, however,  it is now well settled that state courts can be used as the very instruments by which litigants, and the public, may be deprived of  rights protected by the antitrust laws. When the state courts are so used and the antitrust laws thereby violated, the state  litigation is as plainly a matter of federal legislative concern as if it had been expressly identified in the debates preceding the  enactment of the 1890 statute."
 840 ,"31  As already noted, As already noted,  supra, at 654-655, n. 23 , there was no such express grant of jurisdiction to private litigants in either  Clothing  Workers v. Richman Bros. Co., 348 U.S. 511  or  Atlantic Coast Line R. Co. v. Locomotive Engineers, 398 U.S. 281 . "
 840 ,"32  Indeed, Mr. Justice Black's opinion for the Court in  Indeed, Mr. Justice Black's opinion for the Court in  Porter v. Dicken, 328 U.S. 252 , seems to proceed on the assumption that  the anti-injunction statute is inapplicable when the federal statute may be enforced in either a state or a federal court."
 841 ,"33  Cases in which Cases in which  § 2283  has been held to bar injunctive relief against state proceedings have seldom involved attempts to  enforce federal statutes.  Indeed, some courts have held that any federal statute expressly authorizing equitable relief is within  the exception from  § 2283 .  "
 841 ,"34  It is worthy of note that only 5 of the cited statutes predate the addition of the words ""except as expressly authorized by Act of It is worthy of note that only 5 of the cited statutes predate the addition of the words ""except as expressly authorized by Act of  Congress"" to the anti-injunction statute in 1948 (fully 16 were enacted in the last 10 years)."
 841 ,"35  The Reviser's Note to The Reviser's Note to  § 2283 , which is taken from the House Report, H.R. Rep. No. 308, 80th Cong., 1st Sess., A181-A182  (1947), states that, with the exception of the addition of the words ""to protect or effectuate its judgments,"" which were intended to  overrule  Toucey v. New York Life Ins. Co., 314 U.S. 118 , ""the revised section restores the basic law as generally understood  and interpreted prior to the Toucey decision."""
 842 ,"36  ""In some situations there could be, of course, a violation of a covenant not to compete without the breach of a fiduciary duty, ""In some situations there could be, of course, a violation of a covenant not to compete without the breach of a fiduciary duty,  as would be the case if Stoner had not been an officer and director of plaintiff.  In the present case, however, the acts of  defendants in misappropriating the Lektro-Vend [machine] and their use of it to compete against plaintiff are intertwined, the  latter being, so to speak, the means by which the former was brought to bear against plaintiff.""  Vendo Co. v. Stoner, 58 Ill. 2d  289, 306-307, 321 N.E. 2d 1, 11 (1974) . "
 843 ,"37  Indeed, a state court's conclusion that the breach of a covenant not to compete constitutes the violation of a fiduciary Indeed, a state court's conclusion that the breach of a covenant not to compete constitutes the violation of a fiduciary  obligation as a matter of state law is not inconsistent with a federal-court determination that the litigation enforcing that covenant  was ""conducted in bad faith"" as that concept is used in cases like  Huffman v. Pursue, Ltd., 420 U.S. 592, 611 . While the District  Court did not specifically address the question involved in  Huffman and Younger v. Harris, 401 U.S. 37 , it had the following to  say in addressing the extent of the Sherman Act violation: "
 843 ,"38  See See  Freeman v. Bee Machine Co., 319 U.S. 448 ;  General Investment Co. v. Lake Shore & Mich. So. R. Co., 260 U.S. 261 ."
 844 ,"39  ""Antitrust laws in general, and the Sherman Act in particular, are the Magna Carta of free enterprise.  They are as important to ""Antitrust laws in general, and the Sherman Act in particular, are the Magna Carta of free enterprise.  They are as important to  the preservation of economic freedom and our free-enterprise system as the  Bill of Rights  is to the protection of our fundamental  personal freedoms.  And the freedom guaranteed each and every business, no matter how small, is the freedom to compete - to  assert with vigor, imagination, devotion, and ingenuity whatever economic muscle it can muster.""  United States v. Topco  Associates, 405 U.S. 596, 610 . See also  Mandeville Island Farms v. American Crystal Sugar Co., 334 U.S. 219, 235-236 ."
 850 ,"*  Briefs of amici curiae urging affirmance were filed by Solicitor General McCree, Acting Assistant Attorney General Shenefield, Briefs of amici curiae urging affirmance were filed by Solicitor General McCree, Acting Assistant Attorney General Shenefield,  Barry Grossman, and Frederic Freilicher for the United States; and by Paul C. Sprenger and Eric L. Olson for the Federal  Republic of Germany."
 851 ,"1  Similar actions were also brought by Spain, South Korea, West Germany, Colombia, Kuwait, and the Republic of Vietnam. Similar actions were also brought by Spain, South Korea, West Germany, Colombia, Kuwait, and the Republic of Vietnam.   Vietnam was a party to this case in the Court of Appeals and was named as a respondent in the petition for certiorari.   Subsequent to the filing of the petition Vietnam's complaint was dismissed by the District Court on the ground that the United  States no longer recognized the Government of Vietnam; the dismissal was affirmed by the Court of Appeals.   Republic of  Vietnam v. Pfizer Inc., 556 F. 2d 892  (CA8).  Vietnam has not participated as a party in this Court.  Some of the other suits have  been withdrawn and the rest are pending.  "
 851 ,"2  The antibiotic antitrust litigation originated with a proceeding brought by the Federal Trade Commission which resulted in an  The antibiotic antitrust litigation originated with a proceeding brought by the Federal Trade Commission which resulted in an  order requiring petitioners Pfizer and American Cyanamid to grant domestic applicants licenses under their patents for broad  spectrum antibiotics. See  Charles Pfizer & Co. v. FTC, 401 F. 2d 574  (CA6).  Criminal antitrust proceedings against petitioners  Pfizer, American Cyanamid, and Bristol-Myers were eventually dismissed.   United States v. Chas. Pfizer & Co., 367 F. Supp. 91   (SDNY); see also  United States v. Chas. Pfizer & Co., 426 F. 2d 32  (CA2), modified,  437 F. 2d 957 , aff'd by an equally divided  Court, 404 U.S. 548 . Most of the large number of civil suits have been settled.  See  West Virginia v. Chas Pfizer & Co., 314 F.  Supp. 710  (SDNY), aff'd,  440 F. 2d 1079  (CA2).  "
 851 ,"3  Respondents India and Iran also sued in a parens patriae capacity; those claims were dismissed in a separate appeal and are  Respondents India and Iran also sued in a parens patriae capacity; those claims were dismissed in a separate appeal and are  not at issue here.   Pfizer Inc. v. Lord, 522 F. 2d 612, 615-620  (CA8)."
 851 ,4  Petitioners moved to dismiss the suits brought by India and Iran.  The Philippines moved to strike petitioners' affirmative Petitioners moved to dismiss the suits brought by India and Iran.  The Philippines moved to strike petitioners' affirmative  defense.
 851 ,"5  The District Court relied upon an earlier decision denying a motion to dismiss a related suit brought by the State of Kuwait, see  The District Court relied upon an earlier decision denying a motion to dismiss a related suit brought by the State of Kuwait, see  n. 1, supra.   In re Antibiotic Antitrust Actions, 333 F. Supp. 315  (SDNY).  An appeal was taken from that decision but was  dismissed by stipulation of the parties.  Thus, the Court of Appeals' decision in the present case marked the first appellate  consideration of the issue.  "
 851 ,"6  A petition for mandamus had previously been denied.  A petition for mandamus had previously been denied.   Pfizer Inc. v. Lord, supra.  "
 852 ,"7  Two judges dissented, believing that Congress, in passing the Sherman and Clayton Acts, did not intend to include foreign  Two judges dissented, believing that Congress, in passing the Sherman and Clayton Acts, did not intend to include foreign  sovereigns within the scope of the term ""person.""  550 F. 2d, at 400 . Three judges in the majority also joined a concurring opinion  noting the absence of controlling legislative history and urging congressional action.   Id., at 399-400 ."
 852 ,"8  Section 7 Section 7  of the Sherman Act was repealed in 1955 as redundant.  § 3, 69 Stat. 283; see S. Rep. No. 619, 84th Cong., 1st  Sess., 2 (1955).  "
 852 ,9     LEdHN[2B] [ ] [2B]
 852 ,"10  See See  Apex Hosiery Co.  v. Leader, 310 U.S. 469, 489 n. 10 ."
 853 ,11     LEdHN[6B] [ ] [6B]
 853 ,"12  Moreover, in the Webb-Pomerene Act, ch. 50, 40 Stat. 516, as amended,  Moreover, in the Webb-Pomerene Act, ch. 50, 40 Stat. 516, as amended,  15 U.S.C.  § 61 et seq. , Congress has provided a  narrow and carefully limited exception for export activity that would otherwise violate the antitrust laws. See  United States v.  Concentrated Phosphate Export Assn., 393 U.S. 199 . A judicial rule excluding all non-Americans as plaintiffs in treble-damages  cases would hardly be consistent with the precisely limited exception Congress has established to the general applicability of the  antitrust laws to foreign commerce."
 853 ,"13  See n. 2, supra. See n. 2, supra. "
 854 ,"14  It has been suggested that depriving foreign plaintiffs of a treble-damages remedy and thus encouraging illegal conspiracies  It has been suggested that depriving foreign plaintiffs of a treble-damages remedy and thus encouraging illegal conspiracies  would affect American consumers in other ways as well: by raising worldwide prices and thus contributing to American inflation;  by discouraging foreign entrants who might undercut monopoly prices in this country; and by allowing violators to accumulate a  ""war chest"" of monopoly profits to police domestic cartels and defend them from legal attacks.  Velvel, Antitrust Suits by Foreign  Nations, 25 Cath. U.L. Rev. 1, 7-8 (1975)."
 854 ,"15  The case relied on by petitioners as establishing a general rule, The case relied on by petitioners as establishing a general rule,  United States v. Fox, 94 U.S. 315 , merely adopted New York's  construction of its Statute of Wills, as a matter of state law.   Id., at 320 . Even in New York the word ""person"" did not have a  settled meaning.  Compare  In re Will of Fox, 52 N. Y. 530 , aff'd sub nom.   United States v. Fox, supra , with  Republic of  Honduras v. Soto, 112 N. Y. 310, 19 N.E. 845 . In fact, contemporaneous cases generally held that the sovereign was entitled to  have the benefit of a statute extending a right to ""persons."" See, e.g.,  Stanley v. Schwalby, 147 U.S. 508, 514-517 ;  Dollar  Savings Bank v. United States, 19 Wall. 227, 239 ;  Cotton v. United States, 11 How. 229, 231 . "
 854 ,"16  Even earlier, in Even earlier, in  Chattanooga Foundry, supra, at 396 , the Court held without extended discussion that a city was entitled to sue  for treble damages. "
 854 ,"17  In 1955 Congress amended the Clayton Act to allow the United States to sue for single damages when it is injured in its  In 1955 Congress amended the Clayton Act to allow the United States to sue for single damages when it is injured in its  business or property.  Ch. 283,  § 1 , 69 Stat. 282,  15 U.S.C.  § 15a ."
 855 ,"18  While THE CHIEF JUSTICE's dissent says there are ""weapons in the arsenals of foreign nations"" sufficient to enable them to While THE CHIEF JUSTICE's dissent says there are ""weapons in the arsenals of foreign nations"" sufficient to enable them to  counter anticompetitive conduct, such as cartels or boycotts, post, at 327-328, such a political remedy is hardly available to a  foreign nation faced with monopolistic control of the supply of medicines needed for the health and safety of its people."
 855 ,19  Congress has explicitly conferred jurisdiction upon the federal courts to entertain such suits: Congress has explicitly conferred jurisdiction upon the federal courts to entertain such suits:
 856 ,"20  In a letter that was presented to the Court of Appeals when it reconsidered this case en banc, the Legal Adviser of the In a letter that was presented to the Court of Appeals when it reconsidered this case en banc, the Legal Adviser of the  Department of State advised ""that the Department of State would not anticipate any foreign policy problems if… foreign  governments [were held to be] 'persons' within the meaning of Clayton Act § 4."" A copy of this letter is contained in the  Memorandum for the United States as Amicus Curiae in opposition to the petition for a writ of certiorari filed in this Court.  "
 856 ,"21  Cf. n. 1, supra.  Cf. n. 1, supra. "
 857 ,"1  The Webb-Pomerene Act exempts certain actions of export associations from the antitrust laws, but the exemption applies only The Webb-Pomerene Act exempts certain actions of export associations from the antitrust laws, but the exemption applies only  if the association's actions do not restrain trade or affect the price of exported products within the United States and do not  restrain the export trade of any domestic competitor of the association.   15 U.S.C.  § 62 . Although the Act was subsequently "
 858 ,2  The equivalent language of subsequent drafts can be found at 21 Cong. Rec. 2598-2600 (1890). The equivalent language of subsequent drafts can be found at 21 Cong. Rec. 2598-2600 (1890).
 860 ,3  The Court adverts to a letter from the Legal Adviser of the State Department to the Court of Appeals advising that no foreign The Court adverts to a letter from the Legal Adviser of the State Department to the Court of Appeals advising that no foreign  policy problems were anticipated from a decision holding foreign governments to be persons within the meaning of § 4 of the  Clayton Act. The significance of this communication escapes me.  Nothing in the Constitution suggests legislative power may be  exercised jointly by the courts and the Department of State.
 860 ,1  At present there are 162 sovereign nations. At present there are 162 sovereign nations.
 861 ,"2  The Court quotes a letter to the effect that ""the Department of State would not anticipate any foreign policy problems"" if § 4 The Court quotes a letter to the effect that ""the Department of State would not anticipate any foreign policy problems"" if § 4  were held to embrace suits by foreign governments.  Ante, at 319 n. 20 (emphasis supplied).  But resolution of the issue here  depends not only upon foreign policy considerations but also upon considerations relevant to the general welfare of the United  States.  The latter are quite beyond the concern of the Department of State and should be considered by the Legislative Branch.   The international business conducted by American corporations has economic and social remifications of great importance to  our country."
 871 ,"*  Solicitor General McCree, Acting Assistant Attorney General Shenefield, and Barry Grossman filed a brief for the United States Solicitor General McCree, Acting Assistant Attorney General Shenefield, and Barry Grossman filed a brief for the United States  as amicus curiae urging affirmance.  "
 871 ,"1  See See  La. Const., Art. 6, §§ 2 ,  7 (A)  (effective Jan. 1, 1975); La. Const., Art. XIV, § 40(d) (1921) (effective prior to Jan. 1, 1975);  see generally  La. Rev. Stat. Ann.  §§ 33:621 ,  33:361 ,  33:506  (West 1951)."
 871 ,"2  La. Rev. Stat. Ann.  § 33:1326 La. Rev. Stat. Ann.  § 33:1326  (West 1951); §§ 33:4162, 33:4163 (West 1966)."
 871 ,"3  The complaint named as parties defendant Middle-South Utilities, Inc., a Florida corporation of which LP&L is a subsidiary, The complaint named as parties defendant Middle-South Utilities, Inc., a Florida corporation of which LP&L is a subsidiary,  Central Louisiana Electric Co., Inc., and Gulf States Utilities, Louisiana and Texas corporations respectively, engaged in the  generation, transmission, and sale of electric power at wholesale and retail in Louisiana."
 871 ,"4  LP&L does not allege that it directly competes with the city of Lafayette, but does allege that the city of Plaquemine imposed LP&L does not allege that it directly competes with the city of Lafayette, but does allege that the city of Plaquemine imposed  tying arrangements which injured it.  See Respondent's Second Amended Counterclaim, App. 33-34; Affidavit of J. M. Wyatt,  Senior Vice President of LP&L, Id., at 37."
 871 ,"5  Petitioners' complaint charged that the defendants conspired to restrain trade and attempted to monopolize and have Petitioners' complaint charged that the defendants conspired to restrain trade and attempted to monopolize and have  monopolized the generation, transmission, and distribution of electric power by preventing the construction and operation of "
 872 ,"6  The counterclaim, as amended, alleged that the petitioners, together with a nonparty electric cooperative, had conspired to The counterclaim, as amended, alleged that the petitioners, together with a nonparty electric cooperative, had conspired to  engage in sham litigation against LP&L to prevent the financing with the purpose and effect of delaying or preventing the  construction of a nuclear electric-generating plant, to eliminate competition within the municipal boundaries by use of covenants  in their respective debentures, to exclude competition in certain markets by using long-term supply agreements, and to displace  LP&L in certain areas by requiring customers of LP&L to purchase electricity from petitioners as a condition of continued water  and gas service."
 872 ,"7  Saenz was a treble-damages action by a slide-rule manufacturer who alleged a conspiracy between a state agency, the Saenz was a treble-damages action by a slide-rule manufacturer who alleged a conspiracy between a state agency, the  University Interscholastic League(UIL), its director, and a private competitor of Saenz to effect the rejection of Saenz products  for use in interscholastic competition among Texas public schools.  In Saenz the Court of Appeals affirmed the District Court's  dismissal of the action against the UIL and its director on the ground that as a state agency and a state official, they were not  answerable under the Sherman Act."
 872 ,"8  The word ""exemption"" is commonly used by courts as a shorthand expression for Parker' s holding that the Sherman Act was The word ""exemption"" is commonly used by courts as a shorthand expression for Parker' s holding that the Sherman Act was  not intended by Congress to prohibit the anticompetitive restraints imposed by California in that case."
 872 ,"9  In entering its order dismissing the counterclaim, the District Court made an express determination that there was no just In entering its order dismissing the counterclaim, the District Court made an express determination that there was no just  reason for delay and expressly directed the entry of judgment for plaintiffs pursuant to  Fed. Rule Civ. Proc. 54(b) .  This action  designated the dismissal as a final appealable order.  See  Liberty Mutual Ins. Co. v. Wetzel, 424 U.S. 737, 742-743 (1976) ."
 873 ,"10  The word ""person"" or ""persons"" is used repeatedly in the antitrust statutes.  For examples, see The word ""person"" or ""persons"" is used repeatedly in the antitrust statutes.  For examples, see  15 U.S.C. § 1 (1976 ed.)   (""Every person who shall make any contract or engage in any combination or conspiracy hereby declared to be illegal shall be  deemed guilty of a felony . . ."");  15 U.S.C. § 2 (1976 ed.)  (""Every person who shall monopolize, or attempt to monopolize, or  combine or conspire with any other person or persons, to monopolize any part of the trade or commerce among the several  States, or with foreign nations, shall be deemed guilty of a felony . . ."");  15 U.S.C. § 3 (1976 ed.)  (""Every person [making a  contract or engaging in a combination or conspiracy in restraint of trade in any Territory or the District of Columbia] shall be  deemed guilty of a felony . . ."");  15 U.S.C. § 7 (1976 ed.)  (defining the word ""person"" or ""persons"");  15 U.S.C. § 8 (1976 ed.)   (declaring illegal every contract, combination, or conspiracy in restraint of trade by persons or corporations engaged in importing  articles into the United States, and providing that any person so engaged shall be guilty of a misdemeanor)."
 873 ,11  Section 8 Section 8  of the Sherman Act provides in full:
 873 ,"12  Section 4 is quoted in full in n. 13, infra. Section 4 is quoted in full in n. 13, infra. "
 873 ,"13  Section 7 Section 7  of the Sherman Act, ch. 647, 26 Stat. 210 (1890) (repealed in 1955), provided in full: "
 874 ,"14  When Congress wished to exempt municipal service operations from the coverage of the antitrust laws, it has done so without When Congress wished to exempt municipal service operations from the coverage of the antitrust laws, it has done so without  ambiguity.  The Act of May 26, 1938, ch. 283, 52 Stat. 446,  15 U.S.C. § 13c (1976 ed.) , grants a limited exemption to certain not- for-profit institutions for ""purchases of their supplies for their own use"" from the provisions of the Clayton Act as amended by the  Robinson-Patman Act, 49 Stat. 1526,  15 U.S.C. §§ 13 to 13b  and  21a (1976 ed.) , which otherwise make it unlawful for a supplier  to grant, or for an institution to induce, a discriminatory discount with respect to such supplies.  Congress expressly included  public libraries in this exemption. (Public libraries are, by definition, operated by local government.  See 1 U.S. Office of  Education, Biennial Surveys of Education in the United States, ch. 8 (Library Service 1938-1940), p. 27 (1947); 2 U.S. Office of  Education, ch. 2 (Statistical Summary of Education, 1941-1942), p. 38; 32 Am. Library Assn. Bull. 272 (1938)."
 875 ,"15  See See  Mandeville Island Farms, Inc. v. American Crystal Sugar Co., 334 U.S. 219, 229-235 (1948) ."
 875 ,16     LEdHN[4B] [ ] [4B]
 875 ,"17  See also See also  Mine Workers v. Pennington, 381 U.S. 657, 669-672 (1965) . Pennington held that, regardless of the anticompetitive  purpose or effect on small competing mining companies, the joint action of certain large mining companies and labor unions in  lobbying before the Secretary of Labor in favor of legislation establishing a minimum wage for employees of contractors selling  coal to the Tennessee Valley Authority and in lobbying before TVA to avoid coal purchases exempted from the legislation was  not subject to antitrust attack.  Cases subsequent to Pennington have emphasized the possible constitutional infirmity in the  antitrust laws that a contrary construction would entail in light of the serious threat to  First Amendment  freedoms that would have  been presented.  See  Continental Ore Co. v. Union Carbide & Carbon Corp., 370 U.S. 690, 707-708 (1962) ;  California Motor  Transport Co. v. Trucking Unlimited, 404 U.S. 508, 516 (1972)  (STEWART, J., concurring in judgment)."
 875 ,"18  See also See also  Olsen v. Smith, 195 U.S. 332, 344-345 (1904) ."
 876 ,"19  Union Pacific considered the applicability to a city of Union Pacific considered the applicability to a city of  § 1  of the Elkins Act, 32 Stat. 847, as amended, 34 Stat. 587, 49 U.S.C. §  41 (1).  That statute, in definitional language similar to that used in  § 8  of the Sherman Act, makes it unlawful for ""any person,  persons, or corporation to offer, grant, or give, or to solicit, accept, or receive any rebate, concession, or discrimination in respect  to the transportation of any property in interstate or foreign commerce by any [covered] common carrier…."" (Emphasis added.)  Kansas City, Kan. (hereinafter Kansas), decided to develop its Public Levee as a metropolitan rail food terminal with wholesale  and retail produce markets.  Kansas constructed, operated, and owned the market, financing the development with municipal  revenue bonds.  "
 876 ,"20  Ohio v. Helvering sustained a federal tax liability imposed upon the State of Ohio in its business as a distributor of alcoholic Ohio v. Helvering sustained a federal tax liability imposed upon the State of Ohio in its business as a distributor of alcoholic  beverages.  The statute, Rev. Stat. § 3244 (1878), imposed a tax upon ""[e]very person who sells or offers for sale [alcoholic  beverages]."" The applicable definitional section, Rev. Stat. § 3140 (1878), provided: ""[W]here not otherwise distinctly expressed  or manifestly incompatible with the intent thereof, the word 'person,' as used in this title, shall be construed to mean and include "
 877 ,"21  California held that a city and State are subject to §§ 16 and 17 of the Shipping Act, 1916, 39 Stat. 734, as amended, 46 California held that a city and State are subject to §§ 16 and 17 of the Shipping Act, 1916, 39 Stat. 734, as amended, 46  U.S.C. §§ 815, 816, making unlawful certain practices of ""person[s],"" defined by  § 1 , 46 U.S.C. § 801, as including ""corporations,  partnerships, and associations, existing under or authorized by the laws of the United States, or any State. . . ."""
 877 ,"22  The question of remedy can arise only if the District Court, on the Court of Appeals remand, determines that petitioners' The question of remedy can arise only if the District Court, on the Court of Appeals remand, determines that petitioners'  activities are prohibited by the antitrust laws."
 877 ,"23  Cf. Cf.   Hospital Building Co. v. Rex Hospital Trustees, 425 U.S. 738, 740 (1976) . We use the allegations of the counterclaim only  as a ready and convenient example of the kinds of activities in which a municipality may engage in the operation of its utility  business which would have an anticompetitive effect transcending its municipal borders."
 877 ,"24  See generally See generally  Duke & Co. v. Foerster, 521 F. 2d 1277 (CA3 1975) ;  New Mexico v. American Petrofina, Inc., 501 F. 2d 363  (CA9 1974) ;  Hecht v. Pro-Football, Inc., 144 U.S. App. D.C. 56, 444 F. 2d 931 (1971) ."
 877 ,"25  See Respondent's Second Amended Counterclaim, App. 33. See Respondent's Second Amended Counterclaim, App. 33."
 877 ,26     LEdHN[6B] [ ] [6B]
 878 ,"27  While the investor-owned utilities in Louisiana are subject to regulation by the Louisiana Public Utilities Commission, While the investor-owned utilities in Louisiana are subject to regulation by the Louisiana Public Utilities Commission,  municipally owned utilities are not subject to the jurisdiction of the PUC and hence apparently need not conform their expansion  policies to whatever plans the PUC might deem advisable for coordinating service.  See n. 44, infra. "
 878 ,"28  See Respondent's Answer & Counterclaim, App. 18-20. See Respondent's Answer & Counterclaim, App. 18-20. "
 878 ,"29  The counterclaim alleged that petitioners engaged in sham litigation before the Securities and Exchange Commission, the The counterclaim alleged that petitioners engaged in sham litigation before the Securities and Exchange Commission, the  Federal Power Commission, the Atomic Energy Commission, and the United States Department of Justice."
 878 ,"30  See generally See generally  California Motor Transport Co. v. Trucking Unlimited, 404 U.S. 508 (1972) ."
 878 ,31     LEdHN[7B] [ ] [7B]
 879 ,32  [****34]  [****34]     LEdHN[8B] [ ] [8B]
 879 ,"33  The political-redress argument could also be made in the context of anticompetitive actions engaged in by the State itself.  Our The political-redress argument could also be made in the context of anticompetitive actions engaged in by the State itself.  Our  rejection of the argument here is not, however, inconsistent with the Parker doctrine.  Parker did not reason that political redress  is an adequate substitute for direct enforcement of the antitrust laws. Rather, Parker held that, in the absence of congressional  intent to the contrary, a purpose that the antitrust laws be used to strike down the State's regulatory program imposed as an act  of government would not be inferred.  To the extent that the actions of a State's subdivisions are the actions of the State, the  Parker exemption applies.  See Iinfra, at 413-417."
 879 ,"34  1 U. S. Bureau of the Census, 1972 Census of Governments, Governmental Organization 1 (1973).  This figure (62,437) 1 U. S. Bureau of the Census, 1972 Census of Governments, Governmental Organization 1 (1973).  This figure (62,437)  represents the total of county, municipal, township, and special district governments, but does not include the 15,781  independent school districts in the United States which, of course, have a much more narrowly defined range of functions and  powers than those of local governmental units generally.  See  id., at 1-5 ."
 879 ,"35  See See  id., at 4-5 ."
 879 ,"36  See See  id., at 1-3 ."
 879 ,"37  See, e. g., See, e. g.,  Apex Hosiery Co. v. Leader, supra, at 493-495, n. 15  (reviewing legislative history)."
 880 ,"38  See See  United States v. Topco Associates, 405 U.S., at 610 ;  Apex Hosiery Co. v. Leader, supra, at 492-495 , and n. 15;  Mandeville Island Farms, Inc. v. American Crystal Sugar Co., 334 U.S. 219, 229-235 (1948) ."
 880 ,"39  The state regulatory program involved in Parker furthered an important state interest which was consistent with federal policy. The state regulatory program involved in Parker furthered an important state interest which was consistent with federal policy.   See  Parker, 317 U.S., at 352-359 ."
 881 ,"40  The plurality opinion in The plurality opinion in  Cantor v. Detroit Edison Co., 428 U.S. 579 (1976) , also analyzed a ""state action"" exemption claim in  terms of whether the challenged anticompetitive action was taken pursuant to state command.  Detroit Edison, an electric utility  regulated by Michigan, was charged by an independent seller of light bulbs with antitrust violations in the operation of a program  which provided light bulbs without extra cost to electricity customers. Detroit Edison, relying on Parker, defended on the ground  that the light-bulb program was included in its rate filed with and approved by the State Public Service Commission and that  state law required it to follow the terms of the tariff as long as it was in effect.  Cantor rejected the claim, holding that since no  Michigan statutes regulated the light-bulb industry, and since neither the Michigan Legislature nor the Public Service  Commission had passed upon the desirability of such a light-bulb program, the Commission's approval of Detroit Edison's  program did not ""implement any statewide policy relating to light blubs"" and that ""the State's policy is neutral on the question  whether a utility should, or should not, have such a program.""  428 U.S., at 585 . THE CHIEF JUSTICE, while not joining all of the  plurality opinion, agreed with this analysis.   Id., at 604-605 . "
 881 ,"41  Petitioners argue that Goldfarb, like Petitioners argue that Goldfarb, like  Cantor v. Detroit Edison Co., supra , expresses a limitation upon the circumstances under  which private parties may be immunized from suit under the antitrust laws. They seek to avoid our holding in Goldfarb by  suggesting that the State Bar, although a state agency by law acting in its official capacity, was somehow not a state agency  because its official actions in issuing ethical opinions, see  421 U.S., at 791 n. 21 , benefited its member-lawyers by discouraging  price competition.  We think it obvious that the fact that the ancillary effect of the State Bar's policy, or even the conscious desire  on its part, may have been to benefit the lawyers it regulated cannot transmute the State Bar's official actions into those of a  private organization.  In addition to the decision in this case, every other Court of Appeals which has considered the immunity of  state instrumentalities after Goldfarb has regarded it as having held that anticompetitive actions of a state instrumentality not  compelled by the State acting as sovereign are not immune from the antitrust laws.  Fairfax v. Fairfax Hospital Assn., 562 F. 2d  280, 284-285 (CA4 1977) ;  id., at 288  (concurring opinion);  Kurek v. Pleasure Driveway & Park Dist., 557 F. 2d 580, 588-591  (CA7 1977) , cert. pending, No. 77-440;  Duke & Co. v. Foerster, 521 F. 2d at 1280 . "
 882 ,"42  Without explication, our Brother STEWART's dissent states that our ""reliance . . . on the basically irrelevant body of law under Without explication, our Brother STEWART's dissent states that our ""reliance . . . on the basically irrelevant body of law under  the  Eleventh Amendment "" is unfounded.  Ibid. Rather, it is the statement that is unfounded.  For the longstanding principle, of  which Congress in 1890 was well aware, see  Lincoln County v. Luning, 133 U.S. 529 (1890) , is that political subdivisions are not  as such sovereign. Certainly, nothing in  National League of Cities v. Usery, 426 U.S. 833 (1976) , even remotely suggested the  contrary; we search in vain for anything in that case that establishes a constructional principle of presumptive congressional  deference in behalf of cities.  Indeed our emphasis today in our conclusion, that municipalities are ""exempt"" from antitrust  enforcement when acting as state agencies implementing state policy to the same extent as the State itself makes it difficult to  see how National League of Cities is even tangentially implicated."
 882 ,"43  ""While state legislatures exercise extensive power over their constituents and over the various units of local government, the ""While state legislatures exercise extensive power over their constituents and over the various units of local government, the  States universally leave much policy and decisionmaking to their governmental subdivisions.  Legislators enact many laws but  do not attempt to reach those countless matters of local concern necessarily left wholly or partly to those who govern at the local  level.""  Avery v. Midland County, 390 U.S. 474, 481 (1968) . "
 882 ,"44  Indeed, state policy may be contrary to that adopted by a political subdivision, yet, for a variety of reasons, might not render Indeed, state policy may be contrary to that adopted by a political subdivision, yet, for a variety of reasons, might not render  the local policy unlawful under state law. For example, a state public utilities commission might adopt, though we are not aware  that the Louisiana PUC has done so, a policy prohibiting the specific anticompetitive practices in which the municipality engages,  yet be unable to enforce that policy with respect to municipalities because it lacks jurisdiction over them.  (The Louisiana PUC, in  litigation unrelated to this case, has been held to lack jurisdiction over municipal utility systems whether operating within or  without the municipality. City of Monroe v. Louisiana Public Serv. Comm'n, No. 177, 757 -- Div. ""I"" (19th Jud. Dist. Ct., Sept. 14,  1976).) If that were the case, and assuming that there were no other evidence to the contrary, it would be difficult to say that  state policy fosters, much less compels, the anticompetitive practices.  "
