Page,Footnote
969,23  This question was not resolved by the prior discussion because  [
969,24  Respondents maintain that their verification practices not only were for the purpose of complying with the Robinson-Patman
970,"25  Although the   court did not specifically refer to  's ""controlling circumstance"" exception, it adopted the rationale"
970,"26  See n. 11,  ."
972,27  The decision in   is ambiguous on the question of whether alternatives short of verification were exhausted prior to the
972,"28  In  . v.  , the § 2 (b) defense was not recognized because the seller had"
973,"29  ""Although a seller may take advantage of the meeting competition defense only if it has a commercially reasonable belief that"
973,30  It may also turn out that sustained enforcement of § 2 (f)  [
973,31  We need not and do not decide that in all such circumstances the defense would be unavailable.  The case-by-case
974,"32  That the § 2 (b) defense may not be available in every situation where a competing offer has in fact been made is not, in our"
975,"33  . An injunction to the jury ""to deliberate with a view toward reaching an agreement"
975,"34  See n. 9,  ."
976,"35  See n. 5,  ."
976,"36  The requested charge was as follows: ""Because the gist of the offense charged is a continuing agreement to raise, fix, maintain and stabilize prices of gypsum"
977,"37  In this case the obligation to notify ""each other member"" of the charged conspiracy would be a manageable task; in other"
977,38  The instruction on withdrawal and proper evidence thereof may have been of particular importance here because respondents
980,"1  Because the issue discussed in Part IV of the Court's opinion is unlikely to arise at any retrial, I find it unnecessary to express a"
980,"2  I do not understand the Court to take a firm position on this issue.  See  , at 456 n. 31."
982,"*  ""There has been evidence in this case of a defendant's contacting a competitor to verify the existence or nonexistence of a"
982,1  Report of the Attorney General's National Committee to Study the Antitrust Laws 349-351 (1955).
983,"2  The distinction between the two standards is explained  , at 444-445.  The Report of the Attorney General's Committee"
983,3  .
983,4  .
983,"5  In fact, early in the development of criminal enforcement of the Sherman Act, this Court stated: ""[The] conspirators must be held to have intended the necessary and direct consequences of their acts and cannot be heard to"
983,6  An argument can be made that an agreement among the major producers in the market to exchange current price information
983,"7  Rahl, Price Competition and the Price Fixing Rule -- Preface and Perspective, 57 Nw. L. Rev. 137, 139 (1962)."
991,*  Thomas A. Rothwell and Arthur H. Brendtson filed a brief for the Small Business Legislative Council as amicus curiae.
991,1  Title   provides: HN1 [
992,"2  The Bowman bid would have produced estimated annual savings of approximately $ 737,000 for A&P as compared with the"
992,"3  Section 5 (a) of the Federal Trade Commission Act, 38 Stat. 719, as amended,  , provides in relevant part: HN2 ["
993,4  The Commission also found that the interstate commerce requirement of   was satisfied.
993,5
993,"6  The Court of Appeals, like the Commission, relied on  . v.   (CA6), for the proposition that a buyer"
993,"7  H. R. 8442, 74th Cong., 1st Sess. (1935); S. 3154, 74th Cong., 1st Sess. (1935)."
994,"8  F. Rowe, Price Discrimination Under the Robinson-Patman Act 423 (1962).    has been described by commentators"
994,9  Commentators have recognized that a finding of buyer liability under   is dependent on a finding of seller liability under
994,"10  In presenting the Conference Report to the House, Representative Utterback summarized the meaning of   by stating:  ""This paragraph makes the buyer liable for knowingly inducing or receiving any discrimination in price which is unlawful under"
995,11   provides: HN7 [
995,"12  Contrary to the respondent's suggestion, this interpretation of   is in no way inconsistent with congressional intent.  ""[The]"
995,13  More than once the Court has stated that the Robinson-Patman Act should be construed consistently with broader policies of
996,14  A duty of affirmative disclosure might also be difficult to enforce.  In cases where a seller offers differing quantities or a
996,"15  In  . v.  , the Court of Appeals for the Sixth Circuit held that a buyer who induced price"
997,16  Recognition of the right of a seller to meet a lower competitive price in good faith may be the primary means of reconciling the
998,"17  The facts of this case are thus readily distinguishable from  . v.  , and"
998,"18  Because we hold that the petitioner is not liable under  , we do not reach the question whether Borden might also have"
999,"1  See S. Rep. No. 1502, 74th Cong., 2d Sess. (1936); H. R. Rep. No. 2287, 74th Cong., 2d Sess., 3-7, 17 (1936); H. R. Conf."
1000,"2  See S. Rep. No. 1502, 74th Cong., 2d Sess., 3-4, 7 (1936); H. R. Rep. No. 2287, 74th Cong., 2d Sess., 3-7, 14-17 (1936);"
1000,"3  Given this preface to  , language in that opinion provides little support for the Court's adoption today of a"
1001,4  Because the Court reverses the judgment without remanding for further consideration and does not expressly reach the merits
1001,"5  Considering the recent admonition in  , that ""[the] case-by-case interpretation and"
1001,"6  The Court's opinion creates the impression that Borden submitted only two proposals,  , at 81-82, n. 15, 83-84.  In fact, A&P"
1009,"*  Briefs of amici curiae urging reversal were filed by Thomas E. Kauper, John A. Fillion, M. Jay Whitman, J. Albert Woll, and"
1010,1  The Act provides in relevant part: HN1 [
1011,"2  The position of the Fifth Circuit is in conflict with that of the Third, Fourth, and District of Columbia Circuits.  See"
1011,"3  The   brief of the United States provides a useful illustration of the operation of the Pharmacy Agreement: ""Suppose the usual and customary retail price for a quantity of Drug X charged both by 'participating' Pharmacy A and 'non-"
1011,"4  Even if they are the ""business of insurance,"" the Agreements are exempt from the antitrust laws only if they are also ""regulated"
1011,5  It is axiomatic that conduct which is not exempt from the antitrust laws may nevertheless be perfectly legal.  The United States
1012,"6  The issue in that case was the meaning of the ""boycott"" exception in § 3 (b) of the Act.  The issue here, the meaning of the"
1012,"7  Webster's New International Dictionary of the English Language 1289 (unabr. 2d ed. 1958) defines insurance as: ""Act of insuring, or assuring, against loss or damage by a contingent event; a contract whereby, for a stipulated consideration,"
1012,8  The issue in   v.  . was whether the variable annuity contracts were subject to regulation under
1013,9    [
1013,"10  Thus, the benefit promised to Blue Shield policyholders under the policy is that they ""shall be required to pay no more than the"
1013,"11  As the Court of Appeals stated: ""Blue Shield's policyholders are basically unconcerned with the contract between the insurer and the Participating Pharmacy."
1014,"12  As the United States points out in its   brief, there is an important distinction between risk underwriting and risk"
1014,13
1014,"14  The petitioners argue that the absence of the Pharmacy Agreements ""which permit the insured to obtain drugs on the terms"
1015,"15  Since the leading case of  , it had been understood that ""[issuing] a policy of insurance is not a"
1015,"16  S. Rep. No. 20, 79th Cong., 1st Sess., 2 (1945); H. R. Rep. No. 143, 79th Cong., 1st Sess., 2-3 (1945).  The problem was that"
1015,"17  See text of statute at n. 1,  ."
1015,18  There is no question that the   purpose of the McCarran-Ferguson Act was to preserve state regulation of the activities
1016,"19  H. R. 3270, 78th Cong., 1st Sess. (1943); S. 1362, 78th Cong., 1st Sess. (1943).  These bills would have provided that nothing"
1016,20  90 Cong. Rec. 6565 (1944).
1016,21  The total exemption bill failed in the Conference Committee because of a fear that it could not pass in the Senate and in any
1016,"22  See n. 1,  .  The purpose of the moratorium was to allow the States three years to take steps to regulate the business of"
1016,"23  . (remarks of Sen. Ferguson); McCarran, Federal Control of Insurance: Moratorium Under Public Law 15 Expired July 1, 34  A. B. A. J. 539, 540 (1948). 24  That Congress did not intend to restore the law to what it had been before   is made dramatically"
1017,25  The recognition by Congress that the ability to control costs was not within the ability of insurance companies is further
1017,26  90 Cong. Rec. A4403-4408 (1944).
1017,27  91 Cong. Rec. 483 (1945) (remarks of Sen. O'Mahoney).
1017,28  90 Cong. Rec. A4406 (1944).  This specific list of exempted activities was not included in the law ultimately enacted.
1017,"29  The dissenting opinion makes the argument that because Congress rejected bills that would have limited the ""business of"
1018,"30  The dissenting opinion states that the ""compelling explanation"" for the lack of discussion of provider agreements in the"
1018,"31  The dissenting opinion states that the   case recognized that the legislative history of the Act ""sheds little"
1018,32  One question not resolved by this legislative history is which of the various practices alleged in the
1019,33  The only case to the contrary was  . v.  . There
1019,"34  The dissenting opinion argues that ""regulation of the service-benefit plans was a part of the system of state regulation of"
1020,35  Despite the fact that courts did not view plans like Blue Cross and Blue Shield as insurance at the time of the passage of the
1021,"36  Weller, The McCarran-Ferguson Act's Antitrust Exemption for Insurance: Language, History and Policy, 1978 Duke L. J. 587,  624 n. 174. As one commentator has stated about the effectiveness of the traditional opposition of these organizations to being  characterized as insurance: ""[Insurance] experts are fond of expressing amazement at Blue Cross and Blue Shield opinion that the Blues are not insurance"
1021,"37  This is not to say that the contracts offered by Blue Shield to its policyholders, as distinguished from its provider agreements"
1021,38  This conclusion is in no way affected by the existence of state enabling statutes regulating advance-payment medical-benefits
1022,39
1022,40  There is no principled basis upon which a line could rationally be drawn that would extend the McCarran-Ferguson Act
1022,41  It might be argued that some such agreements are exempt from the antitrust laws under the state-action exemption of
1023,"1   of the Act, as set forth in  , provides: ""(b) No Act of Congress shall be construed to invalidate, impair, or supersede any law enacted by any State for the purpose of"
1023,"2  The Court argues that the silence with respect to agreements between insurers and third parties, coupled with the fact that"
1024,"3  S. 12, 79th Cong., 1st Sess. (1945), would have specified"
1024,"4  There can be no quarrel with the Court's statement,  , at 220, and n. 24, that the McCarran-Ferguson Act was not intended"
1026,"5  See   (""The relationship between insurer and insured, [and]"
1026,"6  See 1935 Ala. Acts No. 544; 1935 Cal. Stats., ch. 386; 1939 Conn. Pub. Acts, ch. 150; ch. 698, 53 Stat. 1412 (1939) (District of"
1026,"7  F. Hedinger, The Social Role of Blue Cross as a Device for Financing the Costs of Hospital Care 51 (1966).  The additional"
1026,8  See 91 Cong. Rec. 483 (1945) (remarks of Sen. O'Mahoney).
1026,"9  Debate arose during this period as to whether service-benefit plans were technically insurance.  See  , at 225-230.  Most"
1027,10  Messages of two Presidents to the Congress on the subject of national health care also referred to service-benefit plans as
1027,"11  The respondents do not argue this view.  They agree that some provider contracts may constitute the ""business of insurance."""
1028,"12  ""Underwriting,"" the Solicitor General argues, means ""[spreading] risk more widely or [reducing] the role of chance events."""
1028,"13  The effort to distinguish insurer/agent transactions from provider agreements on the ground that the former are ""wholly intra-"
1028,"14  See,  ., 1935 Cal. Stats., ch. 386; 1939 Iowa Acts, ch. 222; 1937 Md. Laws, ch. 224; 1939 Me. Acts, ch. 149; 1939 N. H."
1029,"15  Indeed, unions negotiating for drug-coverage plans have requested that the plans include contractual arrangements with"
1029,"16  The Court errs in its reading of  . There a ""variable annuity"" plan was"
1030,"17  Sinai 49.  See,  ., 1937 Ga. Laws, p. 690; 1939 Iowa Acts, ch. 222; 1939 Mich. Pub. Acts No. 109; 1939 N. M. Laws, ch."
1030,"18  Indeed, some state insurance commissioners have made aggressive use of their authority over provider contracts as a means"
1031,19  The pharmacist respondents would not be better off if Blue Shield set acquisition cost as well as markup.  In that event they
1031,"20  The plan here was ""bargained for"" in the literal sense.  It had its origins in a 1967 collective-bargaining agreement between the"
1031,21  The Solicitor General suggests that this test could be subverted by an insurer's decision to list all kinds of incidental and even
1031,"22  These factors together are sufficient to decide this case.  I need not decide whether either would independently suffice, nor"
1032,"23  See  , aff'g"
1032,"24  Such an arrangement could not be suspect simply because it would be anticompetitive, see discussion,  .  Rather,"
1032,"25  The analogies to other antitrust exemptions referred to by the Court,  , at 231-232, are inapt.  It is true that as a general"
1033,"26  The Court argues,  , at 232 n. 40, that provider agreements may have anticompetitive consequences which could lead to"
1034,"*  Together with No. 77-1583, American Society of Composers, Authors and Publishers et al. v. Columbia Broadcasting System,"
1040,"+  Briefs of amici curiae urging reversal were filed by Irwin Karp for the Authors League of America, Inc.; by Philip Elman and"
1040,1  The District Court certified the case as a defendant class action.   .
1041,"2  , quoting a CBS witness.  CBS is also a leading music publisher, with publishing subsidiaries affiliated with both"
1041,"3  Act of Jan. 6, 1897, 29 Stat. 481."
1041,"4  CBS was a leader of the broadcasters who formed BMI, but it disposed of all of its interest in the corporation in 1959."
1041,"5  Unless the context indicates otherwise, references to ASCAP alone in this opinion usually apply to BMI as well.  See n. 20,"
1041,6   and  .
1041,7  CBS seeks injunctive relief for the antitrust violations and a declaration of copyright misuse.  .
1042,8  The Court of Appeals affirmed the District Court's rejection of CBS's monopolization and tying contentions but did not rule on
1042,"9  At CBS's suggestion, the Court of Appeals held that the challenged conduct constituted misuse of copyrights solely on the"
1042,"10  The Court of Appeals went on to suggest some guidelines as to remedy, indicating that despite its conclusion on liability the"
1042,"11  ""This principle of   unreasonableness not only makes the type of restraints which are proscribed by the Sherman Act"
1043,"12  See cases discussed in n. 14,  ."
1043,13  CBS also complains that it pays a flat fee regardless of the amount of use it makes of ASCAP compositions and even though
1043,"14  Cf.,   (manufacturer/wholesaler agreed with independent"
1044,"15  Cohn, Music, Radio Broadcasters and the Sherman Act, 29 Geo. L. J. 407, 424 n. 91 (1941)."
1044,"16  ., complaint in   v.  , Civ. No. 13-95 (SDNY 1941), pp. 3-4."
1044,"17   v.  , 1940-1943 Trade Cases para. 56,104 (SDNY 1941)."
1044,18  See  ;
1044,"19   v.  , 1950-1951 Trade Cases para. 62,595 (SDNY 1950)."
1044,"20  BMI is in a similar situation.  The original decree against BMI is reported as   v.  , 1940-1943 Trade Cases"
1045,"21  , aff'd,"
1045,"22  National Broadcasting Co. did, in 1971, request an annual blanket license for 2,217 specific ASCAP compositions most"
1045,23  .
1045,"24  Cf.  . Moreover, unthinking application of the   rule might"
1046,"25  See cases cited n. 18,  .  Those cases involved licenses sold to individual movie theaters to ""perform"" compositions"
1047,"26  Certain individual television and radio stations, appearing here as  , argue that the   rule should extend to"
1047,"27  See n. 10,  .  The Court of Appeals would apparently not outlaw the blanket license across the board but would permit it"
1047,"28  Surely, if ASCAP abandoned the issuance of all licenses and confined its activities to policing the market and suing infringers,"
1047,"29  In its complaint, CBS alleged that it would be ""wholly impracticable"" for it to obtain individual licenses directly from the"
1048,30  17 U. S. C. App. § 506.
1048,"31  See Koenigsberg, The 1976 Copyright Act: Advances for the Creator, 26 Cleve. St. L. Rev. 515, 524, 528 (1977). 32  Cf.   ."
1048,"33  The scrutiny occasionally required must not merely subsume the burdensome analysis required under the rule of reason, see"
1049,34  And of course changes brought about by new technology or new marketing techniques might also undercut the justification for
1049,"35  The District Court found that CBS would require between 4,000 and 8,000 individual license transactions per year."
1049,"36  To operate its system for distributing the license revenues to its members, ASCAP relies primarily on the networks' records of"
1049,"37  See Timberg, The Antitrust Aspects of Merchandising Modern Music: The ASCAP Consent Judgment of 1950, 19 Law &  Contemp. Prob. 294, 297 (1954) (""The disk-jockey's itchy fingers and the bandleader's restive baton, it is said, cannot wait for"
1049,38  Cf.   ;
1049,"39  Comment, Music Copyright Associations and the Antitrust Laws, 25 Ind. L. J. 168, 170 (1950). See also Garner,"
1049,"40  Moreover, because of the nature of the product -- a composition can be simultaneously ""consumed"" by many users --"
1050,41  Cf.    (distinguishing
1050,"42  ""CBS does not claim that the individual members and affiliates ('sellers') of ASCAP and BMI have agreed among themselves"
1050,43  It is argued that the judgment of the Court of Appeals should nevertheless be affirmed on the ground that the blanket license is
1051,"44  The Court of Appeals did not address the rule-of-reason issue, and BMI insists that CBS did not preserve the question in that"
1051,1  See  ;
1051,2  .
1051,"3  See  , at 17 n. 27 (describing relief ordered by Court of Appeals as ""unusual"" for a   case, and suggesting that that"
1051,"4  That the rule-of-reason issues have been raised and preserved throughout seems to me clear.  See  . (""CBS"
1052,5  .
1052,"6  ASCAP responded in a letter from its general counsel, stating that it would consider the request at its next board of directors"
1052,"7  See  , at 12, and n. 21."
1052,8  The 1941 decree requires ASCAP to offer per-program licenses as an alternative to the blanket license.
1052,9  See  .
1052,"10  See  , aff'd,"
1052,11  ;  ;
1053,"12  Indeed, the leading cases condemning the practice of ""blockbooking"" involved copyrighted motion pictures, rather than"
1053,"13  See   (upholding requirements contract on the ground that ""[there]"
1053,"14  As in the majority opinion, my references to ASCAP generally encompass BMI as well."
1054,"15  See Cirace,   v.  : An Economic Analysis of A Political Problem, 47 Ford. L. Rev. 277, 286 (1978) (""the all-or-"
1054,"16  For many years prior to the commencement of this action, the BMI blanket-license fee amounted to 1.09% of net receipts from"
1054,"17  See Cirace,  , at 288: ""This history indicates that, from its inception, ASCAP exhibited a tendency to discriminate in price.  A license fee based upon a"
1054,"18  Under the ASCAP consent decree, on receipt of an application, ASCAP is required to ""advise the applicant in writing of the fee"
1054,"19  ASCAP's economic expert, Robert Nathan, was unequivocal on this point: ""Q. Is there price competition under this system between separate musical compositions?"
1054,"20  See  . In determining royalties ASCAP distinguishes between feature, theme, and background uses of"
1055,"21  See generally 2 P. Areeda & D. Turner,   280-281, 342-345 (1978); Cirace,   n. 15, at 286-292."
1055,"22  See n. 20,  ."
1055,"23  The ""synch"" right is the right to record a copyrighted song in synchronization with the film or videotape, and is obtained"
1055,24  See  .
1055,"25  See  ; 5 Jt. App. in CA2 No. 75-7600, pp. 775-777 (testimony of Albert Berman, managing director of"
1055,26  See  .
1055,27  See  ;
1056,28  See  .
1056,29  See  .
1056,"30  For an individual user, the transaction costs involved in direct dealing with individual copyright holders may well be"
1056,"31  The risks involved in such a venture appear to be substantial.  One significant risk, which may be traced directly to ASCAP"
1064,"*  David Berger, H. Laddie Montague, Jr., Merrill G. Davidoff, Stanley J. Friedman, Frederick P. Furth, Thomas R. Fahrner, Aaron"
1064,"1  Specifically, Reiter alleges that respondents violated   and   of the Sherman Act, 26 Stat. 209, as amended,"
1065,"2  Differing views on this issue have been expressed by various courts.  See,"
1065,3  The Court of Appeals expressly noted that Reiter's claim for injunctive relief under § 16 of the Clayton Act was not before it on
1068,"4  See,  ;"
1068,"5  As originally introduced, the bill that ultimately became the Sherman Act authorized ""any person or corporation injured or"
1068,"6  Of course, the treble-damages remedy of § 4 took on new practical significance for consumers with the advent of"
1069,"7  Although in no sense a controlling consideration, we note that our holding is consistent with the assumption on which Congress"
1075,*  Robert H. Whaley filed a brief for Ricky Hasbrouck et al. as amici curiae urging reversal.
1076,"1  Section 2 (a) of the Clayton Act, 38 Stat. 730, as amended by the Robinson-Patman Act, 49 Stat. 1526,  ,"
1077,2  The automatic-damages theory has split the lower courts.  The leading case approving the theory is  .
1077,"3  Relying on  . v.  , petitioner argues that this Court has previously"
1078,4  Respondent suggests that petitioner's inability to show that his favored competitors lowered their retail sales price should
1079,"5  . v.  , is similarly distinguishable.  In upholding a jury"
1087,"*  David Alter, Joseph Ferraro, Mortimer Becker, Henry Kaiser, Ronald Rosenberg, and Paul P. Selvin filed a brief for the"
1088,1  The respondent Donald Grody is the executive secretary of Equity.
1088,"2  The basic sources of organized labor's exemption from federal antitrust laws are §§ 6 and 20 of the Clayton Act, 38 Stat. 731"
1088,"3  Such vulnerability was, and still remains, particularly acute for actors and actresses without established professional"
1089,4  The challenge was grounded on allegations of common-law tortious interference with business relationships.
1089,5  Judge Manton dissented without opinion.
1089,"6  For contemporary descriptions of agent abuses of actors and actresses, see generally A. Harding, The Revolt of the Actors"
1089,"7  The petitioners do not dispute this.  The regulations have undergone revision in some details, largely as a result of negotiations"
1089,"8  The minimum, or ""scale,"" wage varies.  In August 1977, for example, the minimum weekly salary was $ 335 for Broadway"
1090,"9  It is Equity's view that commissions in the industry are not necessarily related to efforts by the agents, and that an agent often"
1090,10  Equity argues that this restriction is necessary because there is an incentive for agents to represent as many actors and
1091,"11  The Court of Appeals recognized that even if there had been an agreement between Equity and a ""non-labor group,"" the"
1091,"12  See generally Meltzer, Labor Unions, Collective Bargaining, and the Antitrust Laws, 32 U. Chi. L. Rev. 659 (1965); Winter,"
1091,"13  See Winter,   n. 12, at 30-38."
1091,"14  As is true under the Clayton Act, the specified activities are protected only in the context of a labor dispute. The Norris-"
1092,"15  In  , the Court stated: ""For us to hold, in the face of"
1092,"16  See also  . v.  . There, in the Term preceding that in which the   case was"
1092,"17  In  , decided the same day as  , the Court ruled that the labor exemption"
1093,"18  , also dealt with a union combination with employers, but the grounds of decision"
1093,19  Even where there are union agreements with nonlabor groups that may have the effect of sheltering the nonlabor groups from
1093,20    [
1093,21     [
1094,"22  These consisted of a minimum scale for sidemen, a ""leader's fee,"" which was twice the sidemen's scale in orchestras of at"
1094,23  The Court did not explicitly determine whether the second prong of the   test for the statutory exemption had been
1094,24  Several cases before   also upheld union regulation of the practices of independent entrepreneurs affecting the wages or
1094,"25  Indeed, the District Court in  , whose judgment was affirmed by this Court ""in its entirety,""  , drew"
1095,"26  See  ; Harding,   n. 6, at 319-325."
1095,"27  The Court of Appeals found that ""the union   eliminate wage competition among its members without regulation of the"
1095,"28  In many industries, unions maintain hiring halls and other job referral systems, particularly where work is typically temporary"
1096,"29  See  . We have, in fact, found no case holding that a union may extract such fees from"
1096,"30  As already indicated, the franchise fees are not segregated in any manner but merely deposited in the union's general fund."
1096,"31  The respondents offer union hiring hall fees as an analogy in support of Equity's collection of franchise fees.  In that context,"
1103,"*  Briefs of amici curiae urging reversal were filed by Eugene Driker for Borman's Inc.; by Denis McInerney, William T. Lifland, and"
1103,"1  Compare  . v.   (this case), and"
1104,2  The complaint also named one of petitioner's former employees as a codefendant; this employee has never been served.
1104,"3  The phrase ""antitrust laws"" includes the Sherman Act and the Clayton Act.  ."
1104,"4  In 1973, a federal grand jury in Louisiana issued indictments against petitioner, respondents (or their corporate predecessors),"
1105,"5  See,  ;"
1105,"6  See,  ., Cirace, A Game Theoretic Analysis of Contribution and Claim Reduction in Antitrust Treble Damage Suits, 55 St."
1105,"7  Of course, not all equitable principles apply in antitrust cases.  For example, in  . v."
1106,"8  Economists disagree over whether business decisionmakers, be they the high-level or the middle-level management, are ""risk"
1106,9  A small business that mimics the practices of larger companies may be participating directly in the conspiracy or simply
1106,"10  In  , we decided that no such right exists under the Equal Pay Act or Title VII, and we declined to fashion"
1107,11  That Congress knows how to define a right to contribution is shown by the express actions for contribution under § 11 (f) of the
1108,"12  See,  ;  . v."
1108,"13  See,  ;  ;"
1108,"14  See,  ;"
1109,"15  Congress assumed the courts would refer to the existing law of monopolies and restraints on trade.  See,   v."
1109,"16   of the Clayton Act,  , which provides the private treble-damages action, derives from § 7 of the"
1109,"17  Courts, of course, should be wary of relying on the remarks of a single legislator, and Senator Morgan's comments are not"
1109,18  Clayton Act   (original version at Sherman Act § 7).
1109,"19  Sherman Act  ,  ."
1110,"20  Clayton Act § 4A,  ."
1110,"21  Clayton Act §§ 4C-4H,  ."
1110,"22  Clayton Act § 5 (a),  ."
1110,"23  Clayton Act §§ 7-11,  ."
1117,*  Carl Weissburg and J. Mark Waxman filed a brief for the Federation of American Hospitals as amicus curiae urging reversal.
1117,"1  As a Missouri hospital, petitioner has been licensed by the Missouri Division of Health since September 1977.  It also has been"
1117,2  All other acute-care hospitals in the Blue Cross service area are participating members.
1117,"3  On January 1, 1976, Blue Cross issued a summary of ""Prerequisites"" by which it would be guided in deciding whether to accept"
1118,"4  See n. 3,  .  In a newsletter issued on July 21, 1976, Blue Cross announced that ""[all] projects not reviewed and approved"
1118,5  MAHSA was not named as a defendant.  Petitioner also included claims under Missouri's antitrust laws.
1118,"6  Respondents also argued, unsuccessfully, that their conduct was immune from antitrust attack under the McCarran-Ferguson"
1119,"7  See generally S. Rep. No. 93-1285, pp. 4-39 (1974) (hereinafter 1974 Senate Report).  In 1972, for example, Congress passed"
1119,"8  The Health Planning and Resources Development Amendments of 1979 (1979 Amendments), Pub. L. 96-79, § 103 (c), 93"
1119,9  The Act provides for reductions in various federal grants to States that do not participate in the planning process.
1120,"10  As the 1974 Senate Report put it: ""The need for strengthened and coordinated planning for personal health services is growing more apparent each day.  In the"
1120,"11  The 1974 Senate Report stated: ""Widespread access and distribution problems exist with respect to medical facilities and services.  In many urban areas,"
1120,12  The Committee also sought to reduce the threat of domination of HSA decisionmaking by providers with a personal stake in
1121,"13  In a new subsection, 42 U. S. C. § 300k-2 (b)(1) (1976 ed., Supp. IV), Congress made the finding that ""the effect of"
1121,"14  Significantly, the MAHSA health systems plan only called on insurers to create incentives to hold down the costs of care in"
1122,"15  See n. 7,  .  If it had done so, this case probably would not have arisen.  The state agency would have conditioned all"
1122,"16  Congress knew how to give an HSA policy greater legal effect.  Under  -2 (e) (1976 ed., Supp. IV), HSA"
1122,"17  As noted  , in 1979 competition was given a more prominent place in the thinking of Congress."
1123,"18  Nevertheless, because Congress has remained convinced that competition does not operate effectively in some parts of the"
1123,"19  This holding does not, of course, suggest anything about the merits of the antitrust claim in this case.  These matters remain to"
1131,"*  Briefs of amici curiae urging reversal were filed by Michael D. Brown for the American Association of Engineering Societies,"
1132,"1  M&M's fuel cutoff is a floating bulb that falls with the boiler's water level. When the level reaches the critical point, the bulb"
1132,2  Hardin was an executive vice president of Hartford Steam Boiler Inspection and Insurance Company.  A controlling interest in
1133,"3  Actually, the committee ""confirmed the intent"" of ASME's February 8, 1972, letter to Hydrolevel.  That letter, however, simply"
1134,4  The Court of Appeals remanded the case to the District Court after finding that the damages awarded Hydrolevel were
1135,5  [
1136,"6  The dissent delves into the agency law of the late 19th century and concludes that ""it was far from clear"" that a principal could"
1137,"7  Evidently, in recent years no Court of Appeals other than the Second Circuit has directly decided whether a principal can be"
1137,"8  For example, James' employer did not overlook his usefulness as an ASME official.  In November 1973, even after the"
1138,"9  ASME suggests that Hardin's response did undergo a form of committee review, because he sent copies to the chairman and"
1138,"10  Permitting private plaintiffs to sue defendants like ASME will make that incentive especially powerful, because private suits are"
1138,11  The apparent authority rule is also consistent with the congressional desire that the antitrust laws sweep broadly.  Congress
1138,12  ASME insists that the Court foreclosed imposition of civil antitrust liability based on apparent authority in
1139,"13  The dissent argues, unconvincingly to us, that imposing antitrust liability on ASME will not advance enforcement of the"
1139,"14  A majority of courts, however, have held corporations liable for punitive damages imposed because of the acts of their agents,"
1140,"15  Indeed, ASME has initiated procedures to protect against similar misadventures in the future.  After its experience with the"
1141,*  The District Court instructed the jury that it could find petitioner liable for the acts of its members only if they acted on behalf of
1141,1  The District Court entered a judgment against ASME in an amount in excess of $ 7 million -- a sum that would destroy many
1142,"2  Although associations now are viewed as being within the scope of the antitrust laws, to my knowledge this is the first case in"
1142,"3   ""properly left to the Court some flexibility in considering how to apply traditional Sherman Act concepts to professions"
1142,"4  The Court cites to several decisions,  , at 575, n. 14, in which courts have levied punitive damages upon the principal for"
1142,"5  ""[A] trades-union . . . might be held liable . . . but certainly it must be clearly shown in order to impose such a liability on an"
1143,6  See  ;
1143,"7  In  . v.  , the Court held that ""[a] principal . . . cannot be held liable for"
1143,"8  Hydrolevel argues that  . v.  , and"
1144,"9  Relying on a novel public policy as to nonprofit associations, the Court makes little effort to ascertain the intent of Congress"
1145,"10  In  . v.  , the Court stated that the rules of common"
1145,"11  ""Where a corporation or trustees are conducting a charity with funds devoted to that purpose, the charitable organization is not"
1145,"12  In describing the liability of the principal for the torts of the agent, the First Restatement of Agency, published in 1933,"
1145,"13  The complete statement of the rule by Mechem is as follows: ""While . . . it is well settled that the principal is liable for the negligent act of his agent, committed in the course of his"
1146,14  The Court notes that   was later overruled by  . The
1146,15  The Court responds by citing to several   law decisions indicating that in some States a principal might have been held
1147,"16  Damages were awarded against ASME in an amount of $ 7.5 million.  By contrast, McDonnell & Miller settled the suit for less"
1147,17  The Court's argument that the imposition of treble damages will advance antitrust enforcement has a hollow ring in the context
1148,18  The intersection of the law of agency and vicarious liability with the law of conspiracy makes this a complex case.  Yet the
1148,19  It is relevant to note that a nonprofit organization cannot reduce the burden of a treble-damages award by deducting the award
1157,"*  Briefs of amici curiae urging reversal were filed for the State of Alabama et al. by Charles A. Graddick, Attorney General of"
1158,1  The complaint alleged a violation of   of the Sherman Act as well as of the Arizona antitrust statute.  The state statute is
1158,"2  The District Court offered three reasons for its decision.  First, citing"
1158,3  The quoted language is the Court of Appeals' phrasing of the question.   . The District Court had entered an order on
