PDF ,Page ,Core Terms
f5  ,1143 ,"Picker, Imaging, Scanners, manufacturers, tube, exclusionary, customers, specifications, monopolization, summary
           judgment motion, summary judgment, no evidence, Sherman Act, purchasers, pricing, relevant market, monopoly
           power, counterclaims, service contract, contracts, end-users, alleges, costs, competitor, consumers, documents,
           sabotage, exclusive agreement, discovery, contends"
f5  ,1167 ,"medical staff, privileges, cases, competitors, staff privileges, antitrust, conspire, motive, peer, Sherman Act, voted,
           district court, patient care, facilities, alleges, recommended, reviewers, substandard care, summary judgment,
           board-certified, state-law, terminate, patient, staff, pendent jurisdiction, peer review process, general surgeon, peer
           review, counterclaim, unanimously"
f5  ,1178 ,"arbitration, antitrust claim, parties, termination, antitrust, arbitration clause, disputes, Dealer, anti trust law,
           nonarbitrable, Manufacturer, contends, state court, summary judgment motion, statutory claim, Counts"
f5  ,1189 ,"Mall, lease, antitrust, conspiracy, grocery, grocery store, plaintiffs', antitrust violation, premises, consumer,
           sentence, injuries, retail, summary judgment, space, breach of lease, defendants', competitor, anti trust law,
           damages, tenants, retail shopping, Lessee, leased premises, listing service, relevant market, probable cause,
           anchor tenant, Sherman Act, monopolize"
f5  ,1205 ,"instant case, antitrust, duress, parties, floor plan, summary judgment, terminate, Plaintiffs', conspiracy, settlement,
           floorplan, recision, invalid, lease, counterclaim, financing, theaters, pull, settlement agreement, general release, part
           and parcel, misrepresentation, allegations, Renewed"
f5  ,1216 ,"lignite, tracts, Defendants', leases, Sherman Act, monopoly, antitrust, interstate commerce, conspiracy, mining,
           competitor, options, parties, damages, coal, sham, ratifications, seller, summary judgment, cause of action, price-
           fixing, alleges, collateral estoppel, anti trust law, state court, monopolize, generating plant, conspired, motions,
           alleged conspiracy"
f5  ,1237 ,"advertisement, preliminary injunction, antitrust, monopoly, yellow pages, injunction, appliance, lawsuit, repair,
           publish"
f5  ,1242 ,"pleadings, district court, estoppel, election, cases, servant, notice, affirmative defense, unfair, tortious interference,
           motion for judgment"
f5  ,1250 ,"sales, damages, new trial, distributorship, roofing, matter of law, remittitur, witnesses, argues, statute of frauds,
           terms, price discrimination, defense motion, good faith, calculated, antitrust, parties, custom"
f5  ,1259 ,"license, customers, infringement, deposit, profits, district court, patent, equipment owner, exclusionary, consumers,
           settlement agreement, apportionment, monopolist's, unilateral, Skiing, copies, diagnostics, Copyright Act, damages,
           trade secret, registration, antitrust, misuse, summary judgment, support services, source code, software, proprietary
           information, repair, actual damage"
f5  ,1323 ,"pricing, antitrust, appliances, predatory, anti trust law, competitors, consumers, summary judgment, summary
           judgment motion, fraudulent concealment, material fact, alleges, price discrimination, duty to disclose, Robinson-
           Patman Act, nonmoving, dealer"
f5  ,1333 ,"covenant, compete, trial court, summary judgment motion, antitrust, summary judgment, lost profits, unenforceable,
           tortious interference, instructed verdict, matter of law, interfered, contracts, employees, shoppers, Travel,
           calculated, promisee, damages"
f5  ,1343 ,"Ridge, landfill, disposal, solid waste, injunction, Region, site, customers, transfer station, geographic, monopolize,
           municipal, preliminary injunction, Antitrust, prices, monopoly power, per ton, defendants', ordinances, vertical,"
f5  ,1353 ,"Sand, district court, Aggregates, terminated, instructions, antitrust, constructive fraud, affirmative defense, argues,
           damages, statute of limitations, breach of fiduciary duty, products, prices, two-year, summary judgment, proven,
           breach of contract claim, sand and gravel, anti trust law, competitor, conversion, occurring, objected, percent,
           dealer, laches, costs, conversion claim, verdict form"
f5  ,1365 ,"teams, public ownership, ownership, ownership interest, league, relevant market, cases, stock, public offering, rule
           of reason, benefits, involvement, antitrust, effects, district court, stock sale, franchises, offering, compete, matter of
           law, output, restraint of trade, Sherman Act, anticompetitive, instructions, football, prices, sports, procompetitive,
           restricting"
f5  ,1386 ,"enterprise, conspiracy, employees, allegations, customers, pattern of racketeering activity, defendants', Passport,
           entities"
f5  ,1395 ,"defendants', rates, antitrust, ban, transportation, crossover, regulated, natural gas, customers, monopoly, pipeline,
           squeeze, Sherman Act, immunity, alleges, motion to dismiss, anticompetitive, intrastate, state action doctrine,
           postage stamp, manipulation, northern, filed rate doctrine, competitors, shippers, cases, antitrust claim, anti trust
           law, petition for review, state action"
f5  ,1414 ,"venue, convenience, factors, cages, judicial district, witnesses, reside, district court, antitrust, customers, parties,
           interest of justice, warehouse, lawsuit"
f6  ,  21 ,"cards, market power, joint venture, consumers, credit card, Bylaw, antitrust, issuer, competitor, Discover, relevant
           market, rival, district court, general purpose, anticompetitive, compete, rule of reason, cooperative, intersystem,
           membership, output, anti trust law, possesses, harmed, volume, restraint of trade, charge card, proprietary,
           interstate, resources"
f6  ,  37 ,"beer, retailers, commerce, wholesalers, distributors, interstate commerce, manufacturers, sales, summary
           judgment, Robinson-Patman Act, out-of-state, customer, jurisdictional requirement, Motions, motion to dismiss,
           intrastate, seller, summary judgment motion, material fact, interstate, genuine, cases, price discrimination, anti trust
           law, no evidence, transactions, anticipated, discovery, inventory, purchases"
f6  ,  46 ,"newspapers, news service, licensing, exclusive license, acquisition, syndicates, competitor, compete, consumers,
           vertical, market power, features, non-exclusive, Sherman Act, effects, exclusive contract, manufacturer, publish,
           dealer, summary judgment, subscribe, exclusive right, contracts, supplier, prices, anticompetitive, hamburgers,
           terms, anti trust law, defendants'"
f6  ,  66 ,"interstate commerce, privileges, billed, Sherman Act, anesthetists, terminated, antitrust, patients, staffing,
           anesthesiologist, anticompetitive, challenging, exclusive contract, anesthesia, decisions, staff, relevant market, per
           unit, circumstances, radiologist, nexus"
f6  ,  74 ,"trial court, garbage, antitrust statute, estoppel, exempt"
f6  ,  79 ,"Illinois Act, rule of reason, Sherman Act, trial court, manufacturer, appellate court, prices, per se violation, apparent
           violation, distributor, terminated, violation of section, interpreting, furniture, commerce, plaintiff's claim, conspiracy,
           monopolize, Antitrust, monopoly, courts, injure"
f6  ,  86 ,"cause of action, first amended complaint, alleges, radiological, motion to dismiss, Defendants', promissory estoppel,
           conspiracy, profession, staff, executive committee, civil conspiracy, punitive damages, patients, contractual
           relationship, Cartwright Act, asserts, intentional interference, breach of contract, definite statement, unfair
           competition, staff privileges, affiliation, radiologist, termination, defamation, Antitrust, conspired, bylaws"
f6  ,  97 ,"recommendation, executive committee, immunity, peer review, termination, damages, bylaws, medical staff,
           patients, board of directors, staff, hearing panel, witnesses, staff privileges, healthcare, privileges, entity, clinical
           privileges, disciplinary action, reasonable belief, incident report, district court, matter of law, disciplined, suspension,
           appointed, notice, reviewing body, monetary liability, unprofessional"
f6  , 120 ,"films, theaters, distributor, exhibitor, amended complaint, bid, summary judgment, license, summary judgment
           motion, vertical, Pennsylvania Act, clearances, partial summary judgment, exclusive license, motion picture,
           horizontal, screening, Sherman Act, contends, alleges, argues, geographic area, exhibition, anti trust law, boycott,
           courts, movie, antitrust claim, invitation, non-price"
f6  , 130 ,"dentists, monopolization, favored, dental, dental services, plaintiffs', benefits, summary judgment, clauses,
           predatory conduct, anticompetitive, predatory, rates, participating, patients, invoked, prepaid, preferred provider,
           anti trust law, matter of law, competitors, antitrust, insurer, motive"
f6  , 140 ,"baseball, exemption, anti trust law, antitrust, professional baseball, League, franchise, cases, stare decisis, trilogy,
           decisions, commerce"
f6  , 148 ,"enterprise, claim for relief, defendants', entity, motion to dismiss, employees, pleadings, respondeat superior,
           association-in-fact, associated-in-fact, affiliated, replead, subject matter jurisdiction, failure to state a claim,
           subsidiary corporation, unfair competition, particularity, fraudulent, pattern of racketeering activity"
f6  , 162 ,"dealers, retailers, manufacturers, conspiracy, conventional, surcharge, concerted action, wallcovering, trade
           association, complaints, apparent authority, plaintiffs', infer, summary judgment, anti trust law, distributors, grant of
           summary judgment, competitors, antitrust, conspired, boycott, tending, consent decree, anticompetitive, consumers,
           Counts, costs, Decorating, franchise, vertical"
f6  , 188 ,"antitrust, Sherman Act, manufacturing, Plaintiffs', Defendants', allegations, motion to dismiss, Clayton Act,
           commerce, violations, anti-competitive, conspiracy, domestic commerce, antitrust claim, chemical, reasonably
           foreseeable, anti trust law, interstate, domestic, plant, subject matter jurisdiction, interstate commerce, requisite,
           buy, cause of action, extraterritorial, conspiring, monopolize, injuries, effects"
f6  , 203 ,"common pleas, tortious, parties, malicious, trade secret, manufacturing, interfere, Appeals, subject matter
           jurisdiction, concurrent jurisdiction, acquired jurisdiction, cause of action, misappropriation, lawsuit, courts, cases"
f6  , 209 ,"purchasers, plaintiffs', competitor, Clayton Act, antitrust, inpatient, monopoly, acquisition, prices, summary judgment
           motion, Sherman Act, summary judgment, overcharges, patients, damages, consumers, argues, physician's
           services, community hospital, employees, merger, partial summary judgment, hospital service, factors, Clinic, rival,
           antitrust violation, alleged violation, relevant market, violations"
f6  , 225 ,"stations, ambulance, plaintiff's claim, anticompetitive, monopolization, meetings, district court, opened, summary
           judgment, customers, ceiling, closest"
f6  , 230 ,"antitrust, consumer, physician's services, purchaser, subscribers, financing, competitor, patients, relevant market,
           healthcare, insurer, paying, buyer, anti trust law, provider, damages, antitrust violation, billing, negotiated, charges,
           Clinic, cases, essential facilities doctrine, indemnity insurance, duplicative, prices, summary judgment, health
           services, monopoly power, monopolization"
f6  , 242 ,"patent, alleges, fraudulently, settlement, Counts, limitations period, statute of limitations, motion to dismiss, state
           law claim, district court, infringement, shareholders, antitrust, expired, personal jurisdiction, lack standing,
           defendants', concealed, procured, direct injury, file suit, reimburse, subject matter jurisdiction, dismissal with
           prejudice, patent infringement, former shareholder, antitrust claim, racketeering, time-barred, derivative"
f6  , 254 ,"contracts, pricing, antitrust, customers, disposal, competitors, hauling, summary judgment, predatory, haulers,
           relevant market, exclusive-dealing, allegations, probability, anticompetitive conduct, parties, costs"
f6  , 263 ,"bid, antitrust, contracts, conspiracy, prospective contractual relation, asserts, parties, concerted activity, plaintiff's
           claim, defense motion, salt, tortious interference, parol evidence rule, prices"
f6  , 270 ,"antitrust, bids, monopolize, contracts, defendants', antitrust violation, monopoly, amended complaint, anti-
           competitive, manufacturer, tortious, damages, amend, cause of action, subcontractor, allegations, business
           relationship, public policy, competitor, parties, malice"
f6  , 281 ,"patient, specifications, optometrist, contact lens, contact-lens, lenses, regulation, anti trust law, exemption, class
           certification, regulatory program, follow-up, damages"
f6  , 288 ,"antitrust, anti-competitive, restraint of trade, relevant market, anti trust law, Sherman Act, motion to dismiss,
           construing, unilateral, controls, asserts, antitrust violation, challenged action, essential element, antitrust claim, per
           curiam, distributorship, competitors, acquiring, depriving, non-price, injure, merger, viable, fails, bare"
f6  , 293 ,"immediate appeal, films, difference of opinion, substantive grounds, termination"
f6  , 297 ,"licensing, amended complaint, patent, motion to dismiss, antitrust claim, antitrust, unfair competition,
           disparagement, allegations, third-party, invention, amend, option agreement, nonexclusive, argues, Sherman Act,
           technology, insulin, counts, settlement agreement, obligations, discovery, contends, misuse, infringement, asserts,
           beneficiary's claim, motion to amend, anticompetitive conduct, bad faith"
f6  , 319 ,"infringement, clip, patent, summary judgment, finger, spring, plaintiffs', arm, monopolize, holder, summary judgment
           motion, confirmation, defendants', jaws, patent infringement, conversion, specific intent, post-confirmation, antitrust,
           exemption, drawing, rights, invention, inventor, cause of action, patent law, Manufacturing, retainer, genuine, unfair"
f6  , 351 ,"antitrust, certification, consumers, antitrust claim, producers, pleaded, prices"
f6  , 356 ,"conspiracy, fraudulent concealment, price-fixing, concealment, motives, intermediate standard, summary judgment,
           criminal trial, self-concealing, documents, hearsay, statement against interest, individual defendant, deflecting,
           predecessor in interest, affirmative act, defendants', declarant, shredding, meetings, motions"
f6  , 381 ,"Antitrust Law, cylinders, pleadings, practices, buyers, cause of action, monopolize, antitrust, seller, propane,
           commodities, contracts, commerce, repair, competitor, Robinson-Patman Act, Sherman Act, provisions, customers,
           discovery, effects, prices, unreasonable restraint, motion to dismiss, anti trust law, regulations, destroying,
           warranting, handling, monopoly"
f6  , 393 ,"conspiracy, fraudulent concealment, price-fixing, concealment, summary judgment, criminal trial, motives,
           intermediate standard, self-concealing, hearsay, statement against interest, individual defendant, deflecting,
           predecessor in interest, affirmative act, defendants', declarant, shredding, motions"
f6  , 405 ,"catheter, needle, split, patents, technology, antitrust, amended complaint, patent application, defendants',
           marketing, antitrust claim, Confidentiality, products, right of first refusal, contractual, stickless, alleges, tube"
f6  , 411 ,"civil conspiracy, conspiracy, tortious, cause of action, Counts, allegations, tortious interference, injure, business
           relationship, pled, alleged violation, conspiracy claim, Robinson-Patman Act, concerted, drive"
f6  , 418 ,"purchasing, antitrust, antitrust claim, summary judgment, anti trust law, consumer protection, Memorandum,
           employees, damages, asserts, employment relationship, termination, projects, argues, courts, defendant's conduct,
           retirement, factors, former employee, consultant, parties, unfair, contractual relationship, good faith, affirmative
           defense, public relations, matter of law, allegations, speculative, competitor"
f6  , 436 ,"billing, callers, facilities, monopolization, Terminal, monopoly power, carrier, monopoly, telephone, inferred, billing
           services, audiotext, competitor, charges, transport, alleges, markets, relevant market, traffic, telephone number,
           antitrust, toll, anti trust law, Sherman Act, duplication, originating, settlement, common carrier, alleged facts, joint
           venture"
f6  , 458 ,"rates, plaintiffs', insurer, misrepresentations, regulation, inducing, amended complaint, regulatory agency,
           premiums, damages, motion to dismiss, cause of action, rate increase, class action, defendants', Interstate,
           fraudulent, ratepayers, courts"
f6  , 468 ,"election, damages, attorney's fees, cause of action, defendants', motion to dismiss, prior action, antitrust, entry of
           judgment, abuse of process, board's action, final judgment, preclusion, sanctions, campaign, parties, ballot, rights"
f6  , 476 ,"amenity, antitrust, logo, guest, manufacturers, plaintiffs', Vendor, franchise, motion to dismiss, anti trust law,
           defendants', franchisees, suppliers, anticompetitive, products, antitrust violation, license, hotel, tie, termination,
           complaints, competitors, contracts, trademark, soap, intentional interference, franchise agreement, original
           complaint, state claims, bring suit"
f6  , 484 ,"cause of action, antitrust, summary judgment, summary judgment motion, grounds, tortious interference, alleges,
           overrule, nonsuit, trial court's judgment, independent ground, counterclaims, conspiracy, waived, staff"
f6  , 491 ,"games, teams, superstation, league, telecasts, televising, broadcast, contracts, rights, season, output, antitrust,
           license, anti trust law, consumers, cable, regular, exemption, court of appeals, regional, Sports, basketball, free-
           riding, networks, over-the-air, procompetitive, transferred, injunction, products, reduction"
f6  , 521 ,"defendants', personal jurisdiction, alleges, commerce, witnesses, Sherman Act, parties, instant action, import,
           asserts, restraint of trade, motion to dismiss, anti-competitive, conspiracy, subject matter jurisdiction, anti trust law,
           grounds, mergers, Print, contracts, contacts, comity, urge, convenience of the parties, foreign nation, foreseeable,
           antitrust, employees, travel, weighs"
f6  , 542 ,"potash, conspiracy, price-fixing, predominate, class action, Plaintiffs', antitrust, prices, purchasers, principal place of
           business, class member, Defendants', certification, questions, class certification, damages, cases, named plaintiff,
           price fixing, member of the class, common question, proposed class, allegations, fraudulent concealment, putative
           class, class-wide, parties, courts, individual damage, individual issues"
f6  , 564 ,"patents, inequitable conduct, unenforceable, district court, infringement, phase, unfair competition, jury verdict, first
           trial, instructions, bifurcated, invalid"
f6  , 569 ,"district court, plaintiffs', membership, relevant market, Radiological, discovery, provider, summary judgment,
           patients, right to participate, further proceedings, vacate a judgment, anti trust law, monopoly power, Sherman Act,
           continuance, defendants', conspired, referral, reasons"
f6  , 573 ,"lignite, Plant, tracts, transport, summary judgment, facilities, leases, roads, geographic, antitrust, costs, Station,
           alleges, mining, fuel, genuine issue of material fact, summary judgment motion, genuine issue, conclusory,
           supplying, distance, feasible, reserves, options, miner, nonmoving party, handling, Highway, parties, haul"
f6  , 586 ,"bargaining, Players, multiemployer, Teams, anti trust law, antitrust, collective bargaining, provisions, terms and
           conditions, labor law, Salary, proposals, negotiate, economic forces, exemption, Linen, competitors, principles,
           league, Sherman Act, jointly, terms, expired, impasse, cartel, sports, organizations, Appellants', employees, resort"
f6  , 596 ,"repair, end user, manufacturers, repair service, monopolization, tying arrangement, Antitrust, commerce, products,
           monopoly power, interstate commerce, relevant market, sell part, purchaser, economic power, market power,
           monopolistic, geographic, machines, percent, seller, replacement part, appreciably, courts, state antitrust law,
           restraint of trade, tied product, competitors, replicated, detection"
f6  , 614 ,"instructions, district court, plaintiffs', prices, crude, oil, conspiracy, three-cut, summary judgment, trial court,
           conspired, antitrust, exchanges, harmless, jury instructions, abuse of discretion, posted price, artificially,
           evidentiary, ambiguous"
f6  , 625 ,"dialysis, clinics, nephrology, summary judgment, issue of material fact, patients, monopoly power, nephrologists,
           employees, referrals, contends, opened, offer evidence, conspiracy, antitrust, anti trust law, memorandum, asserts,
           argues, anti-competitive, non-competition, competitors, monopoly, medical director, antitrust claim, non-DNA,
           Sherman Act, monopolization, exclusionary, benefitted"
f6  , 633 ,"relevant market, conspiracy, healthcare, financing, Sherman Act, defendants', summary judgment, entities,
           antitrust, monopolization, contracts, customers, products, market power, self-funded, plans, anti trust law,
           anticompetitive, suppliers, plaintiff's claim, conspiracy claim, state law claim, conspired, market share, health plan,
           geographic, immunity, licensed, health insurance, rule of reason"
f6  , 650 ,"parens patriae, attorney general, quasi-sovereign, antitrust, anti trust law, school system, damages, costs, well-
           being, indirect, diversity jurisdiction, real party in interest, attorney's fees, purchasers, parties"
f6  , 656 ,"summary judgment motion, realtors, marks, database, customers, likelihood of confusion, software, unfair
           competition, enjoin, copyright infringement, Sherman Act, antitrust claim, defamation, antitrust, summary judgment,
           weighs, contractual relationship, restraint of trade, communications, copying, cases, tortious interference,
           competitors, intercepted, similarity, asserts, confuse, courts, misappropriation of trade secrets, grant summary
           judgment"
f6  , 676 ,"antitrust, anti trust law, radiologic, consumers, providers, patients, terminated"
f6  , 684 ,"buyout, residents, district court, petroleum company, properties, terms, antitrust, contracts, antitrust claim, summary
           judgment, anti trust law, matter of law, hydrocarbon, accrued, civil rights claim, offers, plaintiffs', statute of
           limitations, storage facility, reasonable jury, discriminatory, relocate, accrued cause of action, limitations period,
           cause of action, evidence show, lack standing, eliminated, oligopsony, Petroleum"
f6  , 695 ,"payphone, antitrust, long distance, carrier, antitrust violation, supplier, anti trust law, district court, cases, telephone,
           customer, intelligent, supposed, damages, upgrade, competitor, caller, inextricably intertwined, local telephone, pre-
           designated, installation"
f6  , 704 ,"bid, chlorine, conspiracy, prices, Industrial, collusion, Chemicals, repackaged, market share, customers, summary
           judgment, conspirators, incumbency, sales, plaintiffs', antitrust, parallelism, conscious, submarket, suppliers,
           markets, competitors, alleged conspiracy, municipalities, tie, increases, anti trust law, winning, Southeastern,
           manufacturer"
f6  , 742 ,"prices, customers, milk, solicited, competitor, distributors, anticompetitive, predatory, dairy, rule of reason, dealers,
           conspiracy, antitrust, anti trust law, tortious interference, notices, stops, supplier, damages, costs, delivery, sales,
           total cost, cases, Sherman Act, processors, route, targeting, losses, profits"
f6  , 777 ,"antitrust, trial court, projects"
f6  , 782 ,"removal, anti trust law, civil action, damages, cause of action, federal law, infant, unfair trade practice, antitrust"
f6  , 787 ,"circuit court, damages, burden of proof, anti trust law, antitrust action, cases, treble damages, differential, remittitur,
           calculation, witnesses, court of appeals, reviewing court, antitrust case, jury award, courts, reasonable attorney's
           fees, legislative intent, antitrust statute, cost of a suit, interpretations, defendants', prevailing, discounts, punitive,
           appeals"
f6  , 800 ,"dismissal with prejudice, recommended, no bar, parties, dismissal without prejudice, statute of limitations, summary
           judgment, separate action, do business, antitrust, substantial liability, bankruptcy petition, prejudicial effect, no
           recommendation, bankrupt estate, time of payment, six years, no right, co-defendants, cross-motions, Defendants',
           authorities"
f6  , 804 ,"customers, software, diagnostic, summary judgment motion, summary judgment, license, Counts, maintenance
           manual, documentation, damages, matter of law, present evidence, non-moving, antitrust, products, sites, antitrust
           claim, Sherman Act, entitled to summary judgment, maintenance services, manuals, triable issue of fact, service
           technician, material fact, spare parts, diskettes, genuine, selling, buyer"
f6  , 817 ,"Filter, underdrain, plate, porous, patent, Exhibits, infringe, Antitrust, summary judgment, Volume, argues,
           disparagement, defamatory, rehabilitation, defamation, sales representative, communications, filtration, relevant
           market, market power, block, market share, Sherman Act, judicial proceedings, sufficient evidence, Counterclaim,
           publish, bid, anticompetitive, monopolization"
f6  , 846 ,"towing, storage, ordinance, regulation, no preference, impound, storage facility, rotational, towing company, state
           law, plaintiffs', municipal, stored, city limits, memorandum, preemption, provisions, antitrust, solicitation, tow truck
           operator, disabled vehicle, state statute, Sherman Act, prohibits, preliminary injunction, property interest, recent
           amendment, rule of reason, anticompetitive, consumer"
f6  , 865 ,"expectancy, lease, restaurant, Antitrust, conspiracy, rent, lis pendens, tortious interference, summary judgment,
           damages, defamation, parties, alleges, COUNTS, sham, probable cause, monopolization, terminated, asserts,
           lawsuit, malicious, Escrow, counterclaims, plaintiffs', deposition, financing, monopoly power, dry, collateral estoppel,
           emotional distress"
f6  , 899 ,"Sherman Act, commerce, Animals, anti trust law, district court, nonprofit, donations, restraint of trade, common law"
f6  , 904 ,"exemption, bargaining, antitrust, players, collective bargaining, anti trust law, terms, unilaterally, employees,
           nonstatutory, labor market, impasse, multiemployer, Sherman Act, collective bargaining agreement, collective
           bargaining process, labor law, negotiations, Squad, Developmental, parties, fixed salary, markets, tactics, antitrust
           liability, shields, football, anticompetitive, athletes, salary"
f6  , 935 ,"covenant, antitrust, geographic, restrictive covenant, supermarket, market share, lease, summary judgment, food,
           relevant market, plaintiffs', genuine issue of material fact, food store, summary judgment motion, public interest, anti
           trust law, monopoly power, grocery, dominant estate, anti-competitive, probability, consumers, factors, markets,
           parties, servient estate, shopping center, circumstances, courts, parcel"
f6  , 954 ,"Clinic, damages, prices, defendants', markets, competitors, antitrust, relevant market, health plan, monopoly power,
           affiliated, patients, territories, plaintiffs', injunctive relief, monopolize, anti-competitive, geographical, supra-
           competitive, understandings, customers, sufficient evidence, injunction, enjoined, products, new trial, cross-
           coverage, divestiture, barriers, anti trust law"
f6  , 982 ,"exempt, district court, farm credit system, single judge"
f6  , 987 ,"towing, municipal, summary judgment, public bidding, Contracts, antitrust, conspired, anti trust law, conspiracy,
           deprived, monopoly, borough"
f6  , 994 ,"acquisition, anti trust law, stock, ownership, Clayton Act, indirectly, cases, subsidiary, acquire"
f6  ,1000 ,"entities, warehouse, corrupt, damages, entitled to recover, lease, vendor, Liquidation, trebled, space, regulations,
           bidding, fair market value, bribes, trucking, transactions, invoices, competitive bidding, security guard, state law,
           enterprise, deposits, broker, racketeering activity, salary, cleaning service, full amount, antitrust, contracts, kickback"
f6  ,1015 ,"counterclaim, allegations, Communications, tariff, aiding and abetting, Sherman Act, antitrust, tariff rate, conspiracy,
           charges, rates, filed rate doctrine, cause of action, carrier, courts, transmission, interstate, customer, motion to
           dismiss, wholly-owned, regulations, inducement, monopolize, provisions, subsidiary, embodied, pricing"
f6  ,1024 ,"allegations, claim for relief, antitrust, motion to dismiss, conspiracy, tortious interference, Sherman Act, staff, anti
           trust law, personal stake, anesthesiology, circumstances, outrageous conduct, conspire, third party, anticompetitive,
           contracts, terminate, surgeons, induced, Amend, intentional infliction of emotional distress, contractual relationship,
           exclusive contract, cognizable, destroy, breach of contract claim, anesthesiologists, employees, Courts"
f6  ,1036 ,"doxorubicin, district court, bulk, summary judgment, parties, oral agreement, distribution agreement, finished, terms,
           manufactured, negotiations, antitrust, obligated, alternate, patent, contractual relationship, grant summary
           judgment, antitrust claim, terminating, monopolize, notice, grant of summary judgment, intentional interference,
           indebitatus assumpsit, judicial admission, letter agreement, force majeure, material fact, anticompetitive,
           sequestration"
f6  ,1053 ,"Plaintiffs', distributor, amended complaint, allegations, parties, rights, termination, motion to dismiss, oral argument,
           good faith, contracts, customers, distribute, amend, theft, fair dealing, distributorship, manufacturer, antitrust,
           witnesses, products, independent business, fiduciary duty, violations, predicate, damages, entity, fail to state a
           cause of action, breach of fiduciary duty, claim for breach"
f6  ,1065 ,"counterclaims, plaintiffs', amend, discovery, allegations, antitrust"
f6  ,1070 ,"attorney's fees, district court, antitrust, fee agreement, Clayton Act, contingent, costs"
f6  ,1073 ,"insurers, regulation, workers' compensation, plaintiffs', premiums, carrier, assigned risk plan, McCarran-Ferguson
           Act, rates, insurance business, antitrust claim, assigned risk, entities, defendants', antitrust, affiliated, damages,
           declaratory judgment, insurance company, Sherman Act, immunity, policies, insurance industry, state regulation,
           matter of law, litigations, monopolist, exemption, coverage, parties"
f6  ,1086 ,"policyholder, electronic, computer equipment, summary judgment, allegations, deposition, Appointment, no
           evidence, damages, summary judgment motion, antitrust, manuals, tying arrangement, recommends, contends, tied
           product, Clayton Act, Network, purchasing, products, statute of limitations, class action, conspiracy, discovery,
           security agreement, installment sale, district court, termination, antitrust violation, class certification"
f6  ,1112 ,"prices, gasoline, market power, antitrust, predatory, stations, marketers, Sherman Act, competitors, consumer,
           retail, barriers, monopolization, predator, rivals, market share, output, self-serve, full-serve, wholesale, dealers,
           supracompetitive, oligopoly, district court, summary judgment, Clayton Act, primary-line, cash-only, contends, price
           discrimination"
f6  ,1144 ,"antitrust, Recommendation, employees, sham, allegations, commencement, resignations, negotiate, immunity,
           genuine, notice, employment contract, anticompetitive, sham exception, violations, frivolous, baseless, lawsuit,
           amend, amended complaint, antitrust claim, monopolization, assertions"
f6  ,1160 ,"antitrust, Healthcare, termination, Sherman Act, anticompetitive, relevant market, competitor, summary judgment,
           anti trust law, group boycott, consumers, provider, partial summary judgment, rule of reason, per se rule, prices,
           deposition, memorandum, concerted refusal, east bank, illegality, nonmovant, vertical, present case, no evidence,
           participating, manufacturer, geographic, horizontal, price fixing"
f6  ,1178 ,"franchisees, tie-in, coercion, distributor, region, proofs, alternate, buyer, plaintiffs', products, franchise, class
           certification, tied product, advertising, individual proof, tie, cases, seller, logoed, franchise agreement, lease, class
           member, defendants', suppliers, tying arrangement, class action, supplies, contractual, certify, prices"
f6  ,1218 ,"machines, patent, summary judgment, Robinson-Patman Act, counterclaim, antitrust, Sherman Act, entitled to
           summary judgment, contends, lease, Lanham Act, pricing, allegations, machinery, abuse of process, argues,
           genuine issue of material fact, invention, commerce, anti trust law, infringement, conspiracy, predatory, declaratory
           judgment, commodities, memorandum, purchasing, violations, customers, employees"
f6  ,1236 ,"dogs, purebred, monopoly, registration, membership, wrongful interference, fair procedure, monopolization"
f6  ,1242 ,"district court, supplemental jurisdiction, plaintiffs', class member, attorney's fees, class representative, class action,
           abstention, diversity jurisdiction, federal court, state court, unnamed, novel, antitrust, absurd"
f6  ,1251 ,"Settlement, elects, Antitrust, Products, notify, filing of the complaint, designates, Dealer, notice, consumers,
           advertise, terms, funded, parties, costs, lead counsel, resale price, distributed, MAIL, state antitrust law, monetary,
           retail, opt, prices, final approval, pricing policy, injunctive, void, administrative costs, natural person"
f6  ,1303 ,"damages, compensatory damages, district court, matter of law, relevant market, comparable, golf, trade show,
           calculating, antitrust, grant a judgment, monopolization, profits, Sherman Act, reasonable certainty, fail to prove, lost
           profits, gross revenue, conspiring, sufficient evidence to support, award of punitive damages, breach of contract
           claim, estimated, relations, expenses, purposes, Counts, proven"
f6  ,1313 ,"commerce, interstate commerce, regulation, schools, manufacturing, cases, commercial power, guns, federal
           government, interstate, violence, matters, Skills, substantial effect, intrastate, wheat, agriculture, federal power,
           Training, limits, powers, power of congress, Resources, gun possession, deference, power to regulate, rational
           basis, violent crime, school zone, principles"
f6  ,1366 ,"taxicabs, regular, antitrust, defendants', relevant market, monopolization, regulations, alleges, competitors,
           passengers, motion to dismiss, counterclaims, Transportation, licensed, Lanham Act, misleading, restraint of trade,
           transit service, conspiracy, licensure, anti trust law, lower price, anticompetitive, advertising, verifiably, pleadings,
           violates, state law claim, customers, pick"
f6  ,1378 ,"advertising, treble damages, partnership, antitrust, state court, anti trust law, Sherman Act, competitors, cartel,
           partnership dissolution, per se violation, summary judgment, district court, collusion, compete, markets"
